time	V(vout)	V(n001)
6.411150416691931e-004	1.199166e+001	-1.549920e+000
6.414209457711783e-004	1.199347e+001	-1.552347e+000
6.417939190708096e-004	1.199471e+001	-1.555298e+000
6.421952526728455e-004	1.199553e+001	-1.558464e+000
6.426906849349728e-004	1.199616e+001	-1.562358e+000
6.433667605804339e-004	1.199667e+001	-1.567648e+000
6.441776727709645e-004	1.199702e+001	-1.573955e+000
6.453248387607683e-004	1.199731e+001	-1.582809e+000
6.468931676188253e-004	1.199753e+001	-1.594779e+000
6.491607232921381e-004	1.199769e+001	-1.611812e+000
6.524818256631016e-004	1.199781e+001	-1.636168e+000
6.575390112518239e-004	1.199790e+001	-1.671884e+000
6.654185669350013e-004	1.199795e+001	-1.724156e+000
6.781521648709662e-004	1.199798e+001	-1.799646e+000
6.976834148709662e-004	1.199798e+001	-1.892916e+000
7.172146648709662e-004	1.199798e+001	-1.957715e+000
7.367459148709662e-004	1.199798e+001	-1.993069e+000
7.562771648709662e-004	1.199798e+001	-1.998445e+000
7.752202014224592e-004	1.199798e+001	-1.974942e+000
7.947514514224592e-004	1.199798e+001	-1.921456e+000
8.142827014224592e-004	1.199798e+001	-1.839070e+000
8.338139514224592e-004	1.199789e+001	-1.729023e+000
8.533452014224593e-004	1.199656e+001	-1.592970e+000
8.591850542940427e-004	1.197038e+001	-1.547534e+000
8.617088324049515e-004	1.190627e+001	-1.527250e+000
8.635650926167104e-004	1.180948e+001	-1.512086e+000
8.649732156490392e-004	1.171987e+001	-1.500445e+000
8.664465053985280e-004	1.162346e+001	-1.488140e+000
8.693930848975057e-004	1.142692e+001	-1.463148e+000
8.752862438954611e-004	1.101986e+001	-1.411668e+000
8.870725618913718e-004	1.015697e+001	-1.302976e+000
9.066038118913718e-004	8.622020e+000	-1.107441e+000
9.261350618913718e-004	6.973019e+000	-8.952491e-001
9.456663118913718e-004	5.219146e+000	-6.695918e-001
9.651975618913719e-004	3.386776e+000	-4.338633e-001
9.847288118913719e-004	1.503469e+000	-1.916091e-001
1.004260061891372e-003	-4.024503e-001	5.352712e-002
1.023791311891372e-003	-2.302315e+000	2.978582e-001
1.043322561891372e-003	-4.167548e+000	5.377093e-001
1.062853811891372e-003	-5.970095e+000	7.694727e-001
1.082385061891372e-003	-7.682841e+000	9.896625e-001
1.101916311891372e-003	-9.280015e+000	1.194967e+000
1.121752737672622e-003	-1.079968e+001	1.385067e+000
1.123583792360122e-003	-1.092834e+001	1.401574e+000
1.126025198610122e-003	-1.109698e+001	1.423294e+000
1.130908011110122e-003	-1.142896e+001	1.465724e+000
1.132128714235122e-003	-1.151042e+001	1.476118e+000
1.134570120485122e-003	-1.166991e+001	1.496644e+000
1.137726198536150e-003	-1.187303e+001	1.522656e+000
1.137907447311465e-003	-1.188436e+001	1.524132e+000
1.138269944862095e-003	-1.190540e+001	1.527078e+000
1.138694166963841e-003	-1.192668e+001	1.530515e+000
1.139150170055679e-003	-1.194591e+001	1.534197e+000
1.139623964617189e-003	-1.196299e+001	1.538010e+000
1.140133917750439e-003	-1.197742e+001	1.542099e+000
1.140620790410510e-003	-1.198660e+001	1.545987e+000
1.141031958656693e-003	-1.199118e+001	1.549260e+000
1.141323354062440e-003	-1.199303e+001	1.551573e+000
1.141702007324537e-003	-1.199445e+001	1.554571e+000
1.142082784349815e-003	-1.199534e+001	1.557577e+000
1.142550343719282e-003	-1.199601e+001	1.561256e+000
1.143195278446215e-003	-1.199656e+001	1.566309e+000
1.143940746836237e-003	-1.199694e+001	1.572117e+000
1.145007759679238e-003	-1.199725e+001	1.580370e+000
1.146443670243128e-003	-1.199748e+001	1.591364e+000
1.148514717333028e-003	-1.199766e+001	1.606993e+000
1.151512708435216e-003	-1.199779e+001	1.629134e+000
1.156067293440029e-003	-1.199788e+001	1.661663e+000
1.163076039407116e-003	-1.199794e+001	1.709051e+000
1.176053875686552e-003	-1.199797e+001	1.787986e+000
1.195585125686552e-003	-1.199798e+001	1.884240e+000
1.215116375686552e-003	-1.199798e+001	1.952152e+000
1.234647625686552e-003	-1.199798e+001	1.990702e+000
1.254178875686552e-003	-1.199798e+001	1.999311e+000
1.271804239034352e-003	-1.199798e+001	1.981260e+000
1.291335489034352e-003	-1.199798e+001	1.932925e+000
1.310866739034352e-003	-1.199798e+001	1.855516e+000
1.330397989034352e-003	-1.199793e+001	1.750198e+000
1.349929239034352e-003	-1.199747e+001	1.618556e+000
1.357461509720810e-003	-1.199045e+001	1.561163e+000
1.360539636437693e-003	-1.195916e+001	1.536695e+000
1.361728134667013e-003	-1.191866e+001	1.527093e+000
1.362597207009175e-003	-1.187209e+001	1.520018e+000
1.363338449584286e-003	-1.182628e+001	1.513948e+000
1.364074085891508e-003	-1.177831e+001	1.507891e+000
1.364781469129925e-003	-1.173251e+001	1.502037e+000
1.366142540980380e-003	-1.164348e+001	1.490689e+000
1.368415904643712e-003	-1.149281e+001	1.471492e+000
1.372962631970376e-003	-1.118294e+001	1.432201e+000
1.382056086623703e-003	-1.053067e+001	1.350146e+000
1.400242995930357e-003	-9.134711e+000	1.173099e+000
1.419774245930357e-003	-7.522809e+000	9.659924e-001
1.439305495930357e-003	-5.800263e+000	7.443566e-001
1.458836745930357e-003	-3.990481e+000	5.115250e-001
1.478367995930357e-003	-2.120681e+000	2.709996e-001
1.497899245930357e-003	-2.189860e-001	2.639809e-002
1.517430495930357e-003	1.686001e+000	-2.186005e-001
1.536961745930357e-003	3.565628e+000	-4.603111e-001
1.556492995930357e-003	5.391622e+000	-6.950982e-001
1.576024245930357e-003	7.136517e+000	-9.194303e-001
1.595555495930357e-003	8.774061e+000	-1.129933e+000
1.615086745930357e-003	1.027957e+001	-1.323441e+000
1.634617995930357e-003	1.167160e+001	-1.497043e+000
1.635765313457729e-003	1.174789e+001	-1.506565e+000
1.638059948512472e-003	1.189385e+001	-1.525372e+000
1.638154275019654e-003	1.189959e+001	-1.526139e+000
1.638342928034018e-003	1.190992e+001	-1.527670e+000
1.638720234062746e-003	1.192794e+001	-1.530726e+000
1.639131341235185e-003	1.194514e+001	-1.534046e+000
1.639634950927657e-003	1.196339e+001	-1.538098e+000
1.640114707750938e-003	1.197690e+001	-1.541945e+000
1.640659056894766e-003	1.198700e+001	-1.546292e+000
1.641068186783986e-003	1.199145e+001	-1.549548e+000
1.641367576869858e-003	1.199324e+001	-1.551924e+000
1.641744386349499e-003	1.199457e+001	-1.554906e+000
1.642133537310830e-003	1.199543e+001	-1.557977e+000
1.642615244803649e-003	1.199608e+001	-1.561766e+000
1.643273729565310e-003	1.199661e+001	-1.566922e+000
1.644049091478527e-003	1.199698e+001	-1.572958e+000
1.645152192773019e-003	1.199728e+001	-1.581481e+000
1.646648705828628e-003	1.199750e+001	-1.592923e+000
1.648807546343314e-003	1.199767e+001	-1.609181e+000
1.651953244456643e-003	1.199780e+001	-1.632339e+000
1.656731423420477e-003	1.199789e+001	-1.666293e+000
1.664137065979259e-003	1.199795e+001	-1.715939e+000
1.676062949656684e-003	1.199798e+001	-1.788037e+000
1.695594199656684e-003	1.199798e+001	-1.884278e+000
1.715125449656684e-003	1.199798e+001	-1.952177e+000
1.734656699656684e-003	1.199798e+001	-1.990713e+000
1.754187949656684e-003	1.199798e+001	-1.999308e+000
1.771819012378623e-003	1.199798e+001	-1.981235e+000
1.791350262378623e-003	1.199798e+001	-1.932877e+000
1.810881512378623e-003	1.199798e+001	-1.855447e+000
1.830412762378623e-003	1.199793e+001	-1.750109e+000
1.849944012378623e-003	1.199747e+001	-1.618447e+000
1.857424339796589e-003	1.199105e+001	-1.561455e+000
1.860483403465453e-003	1.196126e+001	-1.537147e+000
1.861658424932087e-003	1.192208e+001	-1.527659e+000
1.862527838596602e-003	1.187611e+001	-1.520585e+000
1.863278562383466e-003	1.183010e+001	-1.514440e+000
1.864024650549365e-003	1.178153e+001	-1.508299e+000
1.864764150676926e-003	1.173360e+001	-1.502180e+000
1.866243150932048e-003	1.163678e+001	-1.489846e+000
1.869083503131882e-003	1.144773e+001	-1.465797e+000
1.874764207531550e-003	1.105654e+001	-1.416307e+000
1.886125616330885e-003	1.022788e+001	-1.311980e+000
1.905656866330885e-003	8.698866e+000	-1.117330e+000
1.925188116330885e-003	7.055593e+000	-9.058741e-001
1.944719366330885e-003	5.306209e+000	-6.807929e-001
1.964250616330885e-003	3.477017e+000	-4.454719e-001
1.983781866330885e-003	1.595531e+000	-2.034505e-001
2.003313116330885e-003	-3.099527e-001	4.163084e-002
2.022844366330885e-003	-2.210772e+000	2.860861e-001
2.042375616330885e-003	-4.078338e+000	5.262383e-001
2.061906866330885e-003	-5.884559e+000	7.584754e-001
2.081438116330885e-003	-7.602265e+000	9.793043e-001
2.100969366330885e-003	-9.205612e+000	1.185404e+000
2.120500616330885e-003	-1.066005e+001	1.373673e+000
2.140031866330885e-003	-1.197685e+001	1.541282e+000
2.140092583740237e-003	-1.197934e+001	1.541768e+000
2.140214018558941e-003	-1.198139e+001	1.542739e+000
2.140456888196350e-003	-1.198517e+001	1.544680e+000
2.140714603392342e-003	-1.198844e+001	1.546735e+000
2.141019824979457e-003	-1.199121e+001	1.549164e+000
2.141322391103301e-003	-1.199303e+001	1.551566e+000
2.141675110063275e-003	-1.199437e+001	1.554359e+000
2.142058153880232e-003	-1.199529e+001	1.557383e+000
2.142583253940185e-003	-1.199604e+001	1.561515e+000
2.143152618104352e-003	-1.199654e+001	1.565975e+000
2.143941295238147e-003	-1.199694e+001	1.572121e+000
2.144983616725908e-003	-1.199724e+001	1.580184e+000
2.146421752470107e-003	-1.199748e+001	1.591197e+000
2.148468775198506e-003	-1.199765e+001	1.606649e+000
2.151462264571671e-003	-1.199779e+001	1.628766e+000
2.155973189917636e-003	-1.199788e+001	1.661004e+000
2.162945777411384e-003	-1.199794e+001	1.708201e+000
2.175073282971326e-003	-1.199797e+001	1.782431e+000
2.194604532971326e-003	-1.199798e+001	1.880072e+000
2.214135782971326e-003	-1.199798e+001	1.949436e+000
2.233667032971326e-003	-1.199798e+001	1.989478e+000
2.250676438180880e-003	-1.199797e+001	1.999982e+000
2.266101455545217e-003	-1.199798e+001	1.989774e+000
2.285632705545217e-003	-1.199798e+001	1.950084e+000
2.305163955545217e-003	-1.199798e+001	1.881063e+000
2.324695205545217e-003	-1.199796e+001	1.783749e+000
2.344347462849010e-003	-1.199790e+001	1.658756e+000
2.346041565102109e-003	-1.199788e+001	1.646769e+000
2.347977681962794e-003	-1.199784e+001	1.632841e+000
2.351849915684164e-003	-1.199768e+001	1.604261e+000
2.354623049584002e-003	-1.199745e+001	1.583209e+000
2.356436426260723e-003	-1.199711e+001	1.569182e+000
2.357637270369732e-003	-1.199662e+001	1.559782e+000
2.358432941176501e-003	-1.199596e+001	1.553504e+000
2.358974652821796e-003	-1.199509e+001	1.549208e+000
2.359358936581949e-003	-1.199396e+001	1.546149e+000
2.359665029620364e-003	-1.199234e+001	1.543706e+000
2.359935753448496e-003	-1.198979e+001	1.541541e+000
2.360201353494424e-003	-1.198526e+001	1.539412e+000
2.360494879963029e-003	-1.197696e+001	1.537055e+000
2.360776031096786e-003	-1.196582e+001	1.534792e+000
2.361075238562643e-003	-1.195209e+001	1.532379e+000
2.361421670424089e-003	-1.193581e+001	1.529577e+000
2.361864542919075e-003	-1.191411e+001	1.525986e+000
2.362469368834456e-003	-1.188064e+001	1.521062e+000
2.363101151249086e-003	-1.184141e+001	1.515895e+000
2.363973026178105e-003	-1.178493e+001	1.508725e+000
2.364891141607300e-003	-1.172525e+001	1.501126e+000
2.366727372465691e-003	-1.160475e+001	1.485779e+000
2.370399834182472e-003	-1.135835e+001	1.454493e+000
2.377744757616034e-003	-1.084396e+001	1.389615e+000
2.392434604483159e-003	-9.747957e+000	1.251127e+000
2.411965854483159e-003	-8.181204e+000	1.050714e+000
2.431497104483159e-003	-6.500870e+000	8.344985e-001
2.451028354483159e-003	-4.722763e+000	6.057310e-001
2.470559604483159e-003	-2.873624e+000	3.678527e-001
2.490090854483159e-003	-9.812660e-001	1.244416e-001
2.509622104483159e-003	9.258498e-001	-1.208413e-001
2.529153354483159e-003	2.819038e+000	-3.643066e-001
2.548684604483159e-003	4.669824e+000	-6.022924e-001
2.568215854483159e-003	6.450368e+000	-8.312191e-001
2.587747104483159e-003	8.133885e+000	-1.047644e+000
2.607278354483159e-003	9.695037e+000	-1.248310e+000
2.626809604483159e-003	1.114715e+001	-1.430202e+000
2.629251010733159e-003	1.131703e+001	-1.451478e+000
2.634286411123784e-003	1.165251e+001	-1.494277e+000
2.635201938467534e-003	1.171177e+001	-1.501899e+000
2.636422641592534e-003	1.178976e+001	-1.511985e+000
2.638306607539496e-003	1.190814e+001	-1.527375e+000
2.638366362717545e-003	1.191156e+001	-1.527860e+000
2.638485873073643e-003	1.191748e+001	-1.528829e+000
2.638724893785839e-003	1.192829e+001	-1.530763e+000
2.639136651416790e-003	1.194539e+001	-1.534088e+000
2.639566055211220e-003	1.196119e+001	-1.537545e+000
2.640053829503896e-003	1.197554e+001	-1.541458e+000
2.640538888645538e-003	1.198520e+001	-1.545334e+000
2.641058789010376e-003	1.199128e+001	-1.549473e+000
2.641342046798604e-003	1.199312e+001	-1.551721e+000
2.641727213905555e-003	1.199452e+001	-1.554771e+000
2.642108339607395e-003	1.199539e+001	-1.557779e+000
2.642582602684522e-003	1.199605e+001	-1.561510e+000
2.643233961042177e-003	1.199659e+001	-1.566611e+000
2.643994630824102e-003	1.199696e+001	-1.572535e+000
2.645078122582308e-003	1.199726e+001	-1.580912e+000
2.646546012565732e-003	1.199749e+001	-1.592143e+000
2.648656798416818e-003	1.199767e+001	-1.608055e+000
2.651732572802399e-003	1.199779e+001	-1.630735e+000
2.656388067420148e-003	1.199789e+001	-1.663903e+000
2.663606208748801e-003	1.199794e+001	-1.712502e+000
2.675625280180739e-003	1.199798e+001	-1.785567e+000
2.695156530180739e-003	1.199798e+001	-1.882427e+000
2.714687780180739e-003	1.199798e+001	-1.950974e+000
2.734219030180739e-003	1.199798e+001	-1.990176e+000
2.751575182657983e-003	1.199797e+001	-1.999902e+000
2.767564882953579e-003	1.199798e+001	-1.987832e+000
2.787096132953579e-003	1.199798e+001	-1.945918e+000
2.806627382953579e-003	1.199798e+001	-1.874736e+000
2.826158632953579e-003	1.199796e+001	-1.775356e+000
2.845806760277200e-003	1.199788e+001	-1.648441e+000
2.847443042807883e-003	1.199786e+001	-1.636711e+000
2.849313079985808e-003	1.199780e+001	-1.623093e+000
2.853053154341656e-003	1.199761e+001	-1.595186e+000
2.855150038441732e-003	1.199738e+001	-1.579154e+000
2.856883731868459e-003	1.199696e+001	-1.565691e+000
2.857936320759467e-003	1.199642e+001	-1.557427e+000
2.858645319006039e-003	1.199568e+001	-1.551822e+000
2.859128980107484e-003	1.199471e+001	-1.547980e+000
2.859476215235767e-003	1.199345e+001	-1.545214e+000
2.859763891341665e-003	1.199158e+001	-1.542916e+000
2.860028848035886e-003	1.198850e+001	-1.540795e+000
2.860298201651325e-003	1.198298e+001	-1.538635e+000
2.860583246623723e-003	1.197370e+001	-1.536344e+000
2.860897322040920e-003	1.196032e+001	-1.533814e+000
2.861210529129537e-003	1.194572e+001	-1.531286e+000
2.861557043993252e-003	1.192918e+001	-1.528481e+000
2.862200012473434e-003	1.189571e+001	-1.523257e+000
2.862985827272590e-003	1.184873e+001	-1.516840e+000
2.863843718078396e-003	1.179340e+001	-1.509791e+000
2.865001618591263e-003	1.171806e+001	-1.500209e+000
2.866377322080162e-003	1.162807e+001	-1.488720e+000
2.869025461354815e-003	1.145183e+001	-1.466293e+000
2.874321739904119e-003	1.108801e+001	-1.420228e+000
2.884914297002729e-003	1.031853e+001	-1.323431e+000
2.904445547002729e-003	8.796718e+000	-1.129923e+000
2.923976797002729e-003	7.160859e+000	-9.194187e-001
2.943508047002729e-003	5.417304e+000	-6.950859e-001
2.963039297002729e-003	3.592272e+000	-4.602983e-001
2.982570547002729e-003	1.713212e+000	-2.185874e-001
3.002101797002729e-003	-1.916155e-001	2.641119e-002
3.021633047002729e-003	-2.093559e+000	2.710126e-001
3.041164297002729e-003	-3.964011e+000	5.115377e-001
3.060695547002729e-003	-5.774838e+000	7.443687e-001
3.080226797002729e-003	-7.498802e+000	9.660038e-001
3.099758047002729e-003	-9.109963e+000	1.173109e+000
3.119289297002729e-003	-1.058123e+001	1.362570e+000
3.138820547002729e-003	-1.193180e+001	1.531537e+000
3.138886599195666e-003	-1.193541e+001	1.532070e+000
3.139018703581541e-003	-1.194090e+001	1.533137e+000
3.139282912353290e-003	-1.195113e+001	1.535267e+000
3.139811329896787e-003	-1.196899e+001	1.539514e+000
3.140241526699709e-003	-1.197989e+001	1.542959e+000
3.140785596481338e-003	-1.198880e+001	1.547300e+000
3.141057339192564e-003	-1.199149e+001	1.549462e+000
3.141364261510053e-003	-1.199321e+001	1.551898e+000
3.141745248560807e-003	-1.199457e+001	1.554913e+000
3.142112359430734e-003	-1.199539e+001	1.557810e+000
3.142646726480150e-003	-1.199611e+001	1.562013e+000
3.143250451838209e-003	-1.199660e+001	1.566740e+000
3.144051625464719e-003	-1.199698e+001	1.572978e+000
3.145144152838297e-003	-1.199728e+001	1.581420e+000
3.146643648802446e-003	-1.199750e+001	1.592885e+000
3.148792314083829e-003	-1.199767e+001	1.609067e+000
3.151937932931545e-003	-1.199780e+001	1.632228e+000
3.156704503763678e-003	-1.199789e+001	1.666106e+000
3.164093554199479e-003	-1.199795e+001	1.715658e+000
3.177055596225646e-003	-1.199798e+001	1.793591e+000
3.196586846225646e-003	-1.199798e+001	1.888423e+000
3.216118096225646e-003	-1.199798e+001	1.954850e+000
3.235649346225646e-003	-1.199798e+001	1.991875e+000
3.255180596225646e-003	-1.199798e+001	1.998941e+000
3.273435086050506e-003	-1.199798e+001	1.978357e+000
3.292966336050506e-003	-1.199798e+001	1.927560e+000
3.312497586050506e-003	-1.199798e+001	1.847771e+000
3.332028836050506e-003	-1.199792e+001	1.740189e+000
3.351560086050506e-003	-1.199682e+001	1.606433e+000
3.359057772489648e-003	-1.196465e+001	1.548547e+000
3.361996609864120e-003	-1.188842e+001	1.524913e+000
3.364186491966939e-003	-1.177062e+001	1.506963e+000
3.365839048905106e-003	-1.166341e+001	1.493229e+000
3.367584958843444e-003	-1.154827e+001	1.478543e+000
3.370931420051316e-003	-1.132400e+001	1.449900e+000
3.374999149207920e-003	-1.104362e+001	1.414221e+000
3.383134607521130e-003	-1.045588e+001	1.340116e+000
3.399405524147548e-003	-9.204377e+000	1.181606e+000
3.418936774147548e-003	-7.594319e+000	9.751940e-001
3.438468024147548e-003	-5.876103e+000	7.541142e-001
3.457999274147548e-003	-4.069511e+000	5.216918e-001
3.477530524147548e-003	-2.201713e+000	2.814227e-001
3.497061774147548e-003	-3.008003e-001	3.692074e-002
3.516593024147548e-003	1.604635e+000	-2.081366e-001
3.536124274147548e-003	3.485933e+000	-4.500633e-001
3.555655524147548e-003	5.314798e+000	-6.852207e-001
3.575186774147548e-003	7.063718e+000	-9.100716e-001
3.594718024147548e-003	8.706385e+000	-1.121234e+000
3.614249274147548e-003	1.021804e+001	-1.315533e+000
3.633780524147548e-003	1.158840e+001	-1.490044e+000
3.640130542285720e-003	1.197999e+001	-1.542072e+000
3.640148198450307e-003	1.198063e+001	-1.542213e+000
3.640395384754521e-003	1.198445e+001	-1.544189e+000
3.640677883387909e-003	1.198807e+001	-1.546442e+000
3.640956259747066e-003	1.199072e+001	-1.548658e+000
3.641313571877617e-003	1.199295e+001	-1.551496e+000
3.641684587379591e-003	1.199439e+001	-1.554434e+000
3.642090717453156e-003	1.199535e+001	-1.557640e+000
3.642543289886672e-003	1.199600e+001	-1.561201e+000
3.643208027709069e-003	1.199657e+001	-1.566408e+000
3.643942471622359e-003	1.199694e+001	-1.572130e+000
3.645015785971710e-003	1.199725e+001	-1.580432e+000
3.646452900856017e-003	1.199748e+001	-1.591434e+000
3.648529167048750e-003	1.199766e+001	-1.607101e+000
3.651534631286983e-003	1.199779e+001	-1.629294e+000
3.656096159045862e-003	1.199788e+001	-1.661864e+000
3.663132703041518e-003	1.199794e+001	-1.709421e+000
3.674430648277783e-003	1.199797e+001	-1.778754e+000
3.693961898277783e-003	1.199798e+001	-1.877303e+000
3.713493148277783e-003	1.199798e+001	-1.947615e+000
3.733024398277783e-003	1.199798e+001	-1.988634e+000
3.749630090442846e-003	1.199797e+001	-1.999995e+000
3.764862511263041e-003	1.199798e+001	-1.991286e+000
3.784393761263041e-003	1.199798e+001	-1.953481e+000
3.803925011263041e-003	1.199798e+001	-1.886294e+000
3.823456261263041e-003	1.199797e+001	-1.790736e+000
3.843352141528291e-003	1.199792e+001	-1.665712e+000
3.846755357337292e-003	1.199786e+001	-1.641662e+000
3.850644746833294e-003	1.199773e+001	-1.613258e+000
3.854630428552136e-003	1.199741e+001	-1.583152e+000
3.856806146438063e-003	1.199694e+001	-1.566298e+000
3.858136984289621e-003	1.199617e+001	-1.555843e+000
3.858946985455502e-003	1.199503e+001	-1.549428e+000
3.859444938108716e-003	1.199350e+001	-1.545463e+000
3.859766182614476e-003	1.199152e+001	-1.542898e+000
3.860036067264379e-003	1.198838e+001	-1.540738e+000
3.860304239703924e-003	1.198281e+001	-1.538587e+000
3.860592263785723e-003	1.197334e+001	-1.536272e+000
3.860908493777557e-003	1.195981e+001	-1.533724e+000
3.861226326825540e-003	1.194497e+001	-1.531158e+000
3.861573934353123e-003	1.192830e+001	-1.528344e+000
3.862248366895139e-003	1.189295e+001	-1.522864e+000
3.862973202849542e-003	1.184950e+001	-1.516943e+000
3.863940317821403e-003	1.178708e+001	-1.508995e+000
3.865031360825469e-003	1.171610e+001	-1.499961e+000
3.866586743962627e-003	1.161424e+001	-1.486961e+000
3.869452124790428e-003	1.142307e+001	-1.462642e+000
3.875182886446029e-003	1.102743e+001	-1.412588e+000
3.886644409757231e-003	1.018934e+001	-1.307053e+000
3.906175659757231e-003	8.656803e+000	-1.111917e+000
3.925706909757231e-003	7.010385e+000	-9.000570e-001
3.945238159757230e-003	5.258533e+000	-6.746592e-001
3.964769409757230e-003	3.427593e+000	-4.391139e-001
3.984300659757229e-003	1.545100e+000	-1.969640e-001
4.003831909757229e-003	-3.606300e-001	4.814855e-002
4.023363159757229e-003	-2.260935e+000	2.925369e-001
4.042894409757228e-003	-4.127231e+000	5.325251e-001
4.062425659757228e-003	-5.931447e+000	7.645037e-001
4.081956909757227e-003	-7.646443e+000	9.849834e-001
4.101488159757227e-003	-9.246415e+000	1.190648e+000
4.121019409757227e-003	-1.069133e+001	1.378404e+000
4.140550659757226e-003	-1.198749e+001	1.545428e+000
4.140590957541371e-003	-1.198889e+001	1.545749e+000
4.140938844994281e-003	-1.199120e+001	1.548520e+000
4.141212497221686e-003	-1.199266e+001	1.550694e+000
4.141571950741333e-003	-1.199405e+001	1.553543e+000
4.142080722562386e-003	-1.199529e+001	1.557561e+000
4.142625272670977e-003	-1.199609e+001	1.561845e+000
4.143197489462435e-003	-1.199657e+001	1.566326e+000
4.144071914746418e-003	-1.199698e+001	1.573135e+000
4.145090340302210e-003	-1.199727e+001	1.581006e+000
