time	V(vout)	V(n001)
1.134168091822378e-003	-1.160144e+000	1.493288e-001
1.153699341822378e-003	-1.278172e+000	1.644919e-001
1.173230591822378e-003	-1.376975e+000	1.771809e-001
1.192761841822378e-003	-1.455067e+000	1.872049e-001
1.212293091822378e-003	-1.511274e+000	1.944131e-001
1.231824341822378e-003	-1.545851e+000	1.986972e-001
1.247676074985977e-003	-1.556702e+000	1.999787e-001
1.264136188250303e-003	-1.549949e+000	1.992116e-001
1.283667438250303e-003	-1.520660e+000	1.955418e-001
1.303198688250303e-003	-1.469421e+000	1.889309e-001
1.322729938250303e-003	-1.396081e+000	1.794782e-001
1.342261188250303e-003	-1.301742e+000	1.673260e-001
1.361792438250303e-003	-1.187824e+000	1.526572e-001
1.381323688250303e-003	-1.056039e+000	1.356921e-001
1.400854938250303e-003	-9.083713e-001	1.166862e-001
1.420386188250303e-003	-7.470405e-001	9.592518e-002
1.439917438250303e-003	-5.744736e-001	7.372136e-002
1.459448688250303e-003	-3.932659e-001	5.040871e-002
1.478979938250303e-003	-2.061432e-001	2.633786e-002
1.498511188250303e-003	-1.591994e-002	1.870869e-003
1.518042438250303e-003	1.745428e-001	-2.262427e-002
1.537573688250303e-003	3.623802e-001	-4.677911e-002
1.557104938250303e-003	5.447671e-001	-7.023035e-002
1.576636188250303e-003	7.189602e-001	-9.262526e-002
1.596167438250303e-003	8.823395e-001	-1.136270e-001
1.615698688250303e-003	1.032448e+000	-1.329197e-001
1.635229938250303e-003	1.167027e+000	-1.502131e-001
1.654761188250303e-003	1.284053e+000	-1.652472e-001
1.674292438250303e-003	1.381765e+000	-1.777959e-001
1.693823688250303e-003	1.458695e+000	-1.876703e-001
1.713354938250303e-003	1.513684e+000	-1.947220e-001
1.732886188250303e-003	1.546809e+000	-1.988449e-001
1.749405051094904e-003	1.556980e+000	-1.999986e-001
1.764778867646190e-003	1.549710e+000	-1.991384e-001
1.784310117646190e-003	1.519335e+000	-1.953706e-001
1.803841367646190e-003	1.467355e+000	-1.886644e-001
1.823372617646190e-003	1.393304e+000	-1.791204e-001
1.842903867646190e-003	1.298296e+000	-1.668823e-001
1.862435117646190e-003	1.183761e+000	-1.521341e-001
1.881966367646190e-003	1.051422e+000	-1.350977e-001
1.901497617646190e-003	9.032673e-001	-1.160293e-001
1.921028867646190e-003	7.415271e-001	-9.521574e-002
1.940560117646190e-003	5.686337e-001	-7.297002e-002
1.960091367646190e-003	3.871875e-001	-4.962676e-002
1.979622617646190e-003	1.999176e-001	-2.553707e-002
1.999153867646190e-003	9.640807e-003	-1.063276e-003
2.018685117646190e-003	-1.807810e-001	2.342651e-002
2.038216367646190e-003	-3.684837e-001	4.756394e-002
2.057747617646190e-003	-5.506441e-001	7.098596e-002
2.077278867646190e-003	-7.245223e-001	9.334029e-002
2.096810117646190e-003	-8.875029e-001	1.142907e-001
2.116341367646190e-003	-1.037135e+000	1.335221e-001
2.135872617646190e-003	-1.171167e+000	1.507451e-001
2.155403867646190e-003	-1.287584e+000	1.657009e-001
2.174935117646190e-003	-1.384634e+000	1.781643e-001
2.194466367646190e-003	-1.460859e+000	1.879479e-001
2.213997617646190e-003	-1.515110e+000	1.949047e-001
2.233528867646190e-003	-1.547355e+000	1.989299e-001
2.250451477803203e-003	-1.556921e+000	1.999992e-001
2.265735149292713e-003	-1.548850e+000	1.990233e-001
2.285266399292713e-003	-1.517317e+000	1.951101e-001
2.304797649292713e-003	-1.464235e+000	1.882621e-001
2.324328899292713e-003	-1.389129e+000	1.785826e-001
2.343860149292713e-003	-1.293130e+000	1.662170e-001
2.363391399292713e-003	-1.177681e+000	1.513513e-001
2.382922649292713e-003	-1.044519e+000	1.342092e-001
2.402453899292713e-003	-8.956455e-001	1.150484e-001
2.421985149292713e-003	-7.333011e-001	9.415725e-002
2.441516399292713e-003	-5.599272e-001	7.184985e-002
2.461047649292713e-003	-3.781314e-001	4.846175e-002
2.480578899292713e-003	-1.906482e-001	2.434475e-002
2.519641399292714e-003	1.900578e-001	-2.461951e-002
2.539172649292714e-003	3.775543e-001	-4.873030e-002
2.558703899292714e-003	5.593721e-001	-7.210813e-002
2.578235149292714e-003	7.327765e-001	-9.440140e-002
2.597766399292714e-003	8.951591e-001	-1.152748e-001
2.617297649292714e-003	1.044078e+000	-1.344143e-001
2.636828899292714e-003	1.177293e+000	-1.515321e-001
2.656360149292714e-003	1.292800e+000	-1.663708e-001
2.675891399292714e-003	1.388862e+000	-1.787070e-001
2.695422649292714e-003	1.464035e+000	-1.883554e-001
2.714953899292714e-003	1.517187e+000	-1.951707e-001
2.734485149292714e-003	1.548121e+000	-1.990505e-001
2.752008459549084e-003	1.556412e+000	-1.999841e-001
2.768270378407419e-003	1.545937e+000	-1.986836e-001
2.787801628407419e-003	1.511702e+000	-1.943852e-001
2.807332878407419e-003	1.455709e+000	-1.871629e-001
2.826864128407419e-003	1.377821e+000	-1.771256e-001
2.846395378407419e-003	1.279209e+000	-1.644242e-001
2.865926628407419e-003	1.161356e+000	-1.492496e-001
2.885457878407419e-003	1.026036e+000	-1.318302e-001
2.904989128407419e-003	8.752834e-001	-1.124280e-001
2.924520378407419e-003	7.113655e-001	-9.133471e-002
2.944051628407420e-003	5.367480e-001	-6.886768e-002
2.963582878407420e-003	3.540573e-001	-4.536482e-002
2.983114128407420e-003	1.660413e-001	-2.117962e-002
3.002645378407420e-003	-2.447220e-002	3.324128e-003
3.022176628407420e-003	-2.146176e-001	2.777788e-002
3.041707878407420e-003	-4.015349e-001	5.181383e-002
3.061239128407420e-003	-5.824127e-001	7.507045e-002
3.080770378407420e-003	-7.545305e-001	9.719794e-002
3.100301628407420e-003	-9.152995e-001	1.178635e-001
3.119832878407420e-003	-1.062302e+000	1.367563e-001
3.139364128407420e-003	-1.193326e+000	1.535921e-001
3.158895378407420e-003	-1.306401e+000	1.681177e-001
3.178426628407420e-003	-1.399827e+000	1.801147e-001
3.197957878407420e-003	-1.472198e+000	1.894027e-001
3.217489128407420e-003	-1.522426e+000	1.958418e-001
3.237020378407420e-003	-1.549755e+000	1.993353e-001
3.256551628407420e-003	-1.553899e+000	1.998306e-001
3.275666975425134e-003	-1.535202e+000	1.974048e-001
3.295198225425134e-003	-1.493134e+000	1.919891e-001
3.314729475425134e-003	-1.428732e+000	1.836857e-001
3.334260725425134e-003	-1.342840e+000	1.726194e-001
3.353791975425134e-003	-1.236751e+000	1.589569e-001
3.373323225425134e-003	-1.112060e+000	1.429034e-001
3.392854475425134e-003	-9.706429e-001	1.247006e-001
3.412385725425134e-003	-8.146262e-001	1.046221e-001
3.431916975425134e-003	-6.463567e-001	8.297006e-002
3.451448225425134e-003	-4.683654e-001	6.007004e-002
3.470979475425134e-003	-2.833295e-001	3.626652e-002
3.490510725425134e-003	-9.403197e-002	1.191751e-002
3.510041975425134e-003	9.667984e-002	-1.261075e-002
3.529573225425134e-003	2.859375e-001	-3.694933e-002
3.549104475425134e-003	4.708944e-001	-6.073216e-002
3.568635725425134e-003	6.487686e-001	-8.360151e-002
3.588166975425134e-003	8.168847e-001	-1.052134e-001
3.607698225425134e-003	9.727141e-001	-1.252428e-001
3.627229475425134e-003	1.113913e+000	-1.433885e-001
3.646760725425134e-003	1.238358e+000	-1.593774e-001
3.666291975425134e-003	1.344176e+000	-1.729692e-001
3.685823225425134e-003	1.429777e+000	-1.839593e-001
3.705354475425134e-003	1.493873e+000	-1.921825e-001
3.724885725425134e-003	1.535499e+000	-1.975152e-001
3.744416975425134e-003	1.554338e+000	-1.998770e-001
3.762924173823277e-003	1.550330e+000	-1.993409e-001
3.782455423823277e-003	1.523092e+000	-1.958559e-001
3.801986673823277e-003	1.473254e+000	-1.894250e-001
3.821517923823277e-003	1.401256e+000	-1.801450e-001
3.841049173823277e-003	1.308182e+000	-1.681555e-001
3.860580423823277e-003	1.195432e+000	-1.536367e-001
3.880111673823277e-003	1.064701e+000	-1.368071e-001
3.899642923823277e-003	9.179565e-001	-1.179198e-001
3.919174173823277e-003	7.574049e-001	-9.725884e-002
3.938705423823277e-003	5.854611e-001	-7.513503e-002
3.958236673823276e-003	4.047115e-001	-5.188113e-002
3.977767923823276e-003	2.178747e-001	-2.784688e-002
3.997299173823275e-003	2.776082e-002	-3.393795e-003
4.016830423823275e-003	-1.627706e-001	2.111034e-002
4.036361673823275e-003	-3.508538e-001	4.529695e-002
4.055892923823274e-003	-5.336598e-001	6.880226e-002
4.075424173823274e-003	-7.084391e-001	9.127271e-002
4.094955423823273e-003	-8.725628e-001	1.123703e-001
4.114486673823273e-003	-1.023562e+000	1.317778e-001
4.134017923823273e-003	-1.159167e+000	1.492032e-001
4.153549173823272e-003	-1.277336e+000	1.643845e-001
4.173080423823272e-003	-1.376293e+000	1.770933e-001
4.192611673823271e-003	-1.454549e+000	1.871384e-001
4.212142923823271e-003	-1.510928e+000	1.943687e-001
4.231674173823270e-003	-1.545710e+000	1.986756e-001
4.247431556707668e-003	-1.556650e+000	1.999740e-001
4.264045287175838e-003	-1.549980e+000	1.992217e-001
4.283576537175838e-003	-1.520846e+000	1.955657e-001
4.303107787175837e-003	-1.469712e+000	1.889683e-001
4.322639037175837e-003	-1.396472e+000	1.795286e-001
4.342170287175836e-003	-1.302227e+000	1.673886e-001
4.361701537175836e-003	-1.188397e+000	1.527309e-001
4.381232787175836e-003	-1.056691e+000	1.357760e-001
4.400764037175835e-003	-9.090921e-001	1.167789e-001
4.420295287175835e-003	-7.478194e-001	9.602540e-002
4.439826537175834e-003	-5.752988e-001	7.382754e-002
4.459357787175834e-003	-3.941252e-001	5.051924e-002
4.478889037175833e-003	-2.070235e-001	2.645109e-002
4.498420287175833e-003	-1.680805e-002	1.985093e-003
4.517951537175833e-003	1.736602e-001	-2.251077e-002
4.537482787175832e-003	3.615165e-001	-4.666804e-002
4.557014037175832e-003	5.439352e-001	-7.012338e-002
4.576545287175831e-003	7.181726e-001	-9.252401e-002
4.596076537175831e-003	8.816080e-001	-1.135330e-001
4.615607787175831e-003	1.031783e+000	-1.328343e-001
4.635139037175830e-003	1.166440e+000	-1.501377e-001
4.654670287175830e-003	1.283551e+000	-1.651829e-001
4.674201537175829e-003	1.381358e+000	-1.777435e-001
4.693732787175829e-003	1.458387e+000	-1.876308e-001
4.713264037175828e-003	1.513480e+000	-1.946959e-001
4.732795287175828e-003	1.546730e+000	-1.988326e-001
4.749257041534661e-003	1.556962e+000	-1.999978e-001
4.764723854410551e-003	1.549731e+000	-1.991448e-001
4.784255104410551e-003	1.519449e+000	-1.953854e-001
4.803786354410550e-003	1.467532e+000	-1.886873e-001
4.823317604410550e-003	1.393542e+000	-1.791511e-001
4.842848854410550e-003	1.298592e+000	-1.669204e-001
4.862380104410549e-003	1.184110e+000	-1.521790e-001
4.881911354410549e-003	1.051817e+000	-1.351487e-001
4.901442604410548e-003	9.037048e-001	-1.160856e-001
4.920973854410548e-003	7.419996e-001	-9.527653e-002
4.940505104410548e-003	5.691339e-001	-7.303438e-002
4.960036354410547e-003	3.877081e-001	-4.969373e-002
4.979567604410547e-003	2.004507e-001	-2.560563e-002
4.999098854410546e-003	1.017831e-002	-1.132407e-003
5.018630104410546e-003	-1.802471e-001	2.335785e-002
5.038161354410545e-003	-3.679615e-001	4.749679e-002
5.057692604410545e-003	-5.501414e-001	7.092132e-002
5.077223854410545e-003	-7.240466e-001	9.327915e-002
5.096755104410544e-003	-8.870615e-001	1.142340e-001
5.116286354410544e-003	-1.036734e+000	1.334706e-001
5.135817604410543e-003	-1.170813e+000	1.506997e-001
5.155348854410543e-003	-1.287282e+000	1.656621e-001
5.174880104410543e-003	-1.384390e+000	1.781328e-001
5.194411354410542e-003	-1.460674e+000	1.879243e-001
5.213942604410542e-003	-1.514989e+000	1.948892e-001
5.233473854410541e-003	-1.547309e+000	1.989228e-001
5.250361905007093e-003	-1.556945e+000	1.999995e-001
5.265589296433447e-003	-1.549006e+000	1.990413e-001
5.285120546433446e-003	-1.517628e+000	1.951503e-001
5.304651796433446e-003	-1.464714e+000	1.883239e-001
5.324183046433445e-003	-1.389769e+000	1.786650e-001
5.343714296433445e-003	-1.293921e+000	1.663188e-001
5.363245546433445e-003	-1.178611e+000	1.514711e-001
5.382776796433444e-003	-1.045574e+000	1.343450e-001
5.402308046433444e-003	-8.968101e-001	1.151983e-001
5.421839296433443e-003	-7.345575e-001	9.431891e-002
5.441370546433443e-003	-5.612564e-001	7.202087e-002
5.460901796433442e-003	-3.795135e-001	4.863956e-002
5.480433046433442e-003	-1.920624e-001	2.452666e-002
5.519495546433441e-003	1.886433e-001	-2.443761e-002
5.539026796433441e-003	3.761718e-001	-4.855251e-002
5.558558046433440e-003	5.580422e-001	-7.193714e-002
5.578089296433440e-003	7.315192e-001	-9.423978e-002
5.597620546433440e-003	8.939935e-001	-1.151250e-001
5.617151796433439e-003	1.043021e+000	-1.342786e-001
5.636683046433439e-003	1.176361e+000	-1.514125e-001
5.656214296433438e-003	1.292007e+000	-1.662690e-001
5.675745546433438e-003	1.388220e+000	-1.786247e-001
5.695276796433437e-003	1.463553e+000	-1.882937e-001
5.714808046433437e-003	1.516873e+000	-1.951306e-001
5.734339296433437e-003	1.548008e+000	-1.990325e-001
5.751770992768144e-003	1.556500e+000	-1.999876e-001
5.767883717378744e-003	1.546406e+000	-1.987387e-001
5.787414967378743e-003	1.512583e+000	-1.944989e-001
5.806946217378743e-003	1.457033e+000	-1.873337e-001
5.826477467378743e-003	1.379568e+000	-1.773507e-001
5.846008717378742e-003	1.281353e+000	-1.647003e-001
5.865539967378742e-003	1.163865e+000	-1.495726e-001
5.885071217378741e-003	1.028872e+000	-1.321952e-001
5.904602467378741e-003	8.784034e-001	-1.128295e-001
5.924133717378740e-003	7.147228e-001	-9.176670e-002
5.943664967378740e-003	5.402921e-001	-6.932365e-002
5.963196217378740e-003	3.577349e-001	-4.583791e-002
5.982727467378739e-003	1.697971e-001	-2.166272e-002
6.002258717378739e-003	-2.069470e-002	2.838293e-003
6.021789967378738e-003	-2.108752e-001	2.729662e-002
6.041321217378738e-003	-3.978839e-001	5.134438e-002
6.060852467378738e-003	-5.789081e-001	7.461987e-002
6.080383717378737e-003	-7.512250e-001	9.677301e-002
6.099914967378737e-003	-9.122427e-001	1.174706e-001
6.119446217378736e-003	-1.059540e+000	1.364013e-001
6.138977467378736e-003	-1.190900e+000	1.532804e-001
6.158508717378735e-003	-1.304348e+000	1.678540e-001
6.178039967378735e-003	-1.398177e+000	1.799030e-001
6.197571217378735e-003	-1.470977e+000	1.892460e-001
6.217102467378734e-003	-1.521652e+000	1.957427e-001
6.236633717378734e-003	-1.549439e+000	1.992951e-001
6.256164967378733e-003	-1.554119e+000	1.998500e-001
6.275037562015908e-003	-1.536244e+000	1.975303e-001
6.294568812015907e-003	-1.494840e+000	1.922092e-001
6.314100062015907e-003	-1.431148e+000	1.839971e-001
6.333631312015906e-003	-1.345931e+000	1.730175e-001
6.353162562015906e-003	-1.240469e+000	1.594356e-001
6.372693812015906e-003	-1.116350e+000	1.434557e-001
6.392225062015905e-003	-9.754399e-001	1.253180e-001
6.411756312015905e-003	-8.198581e-001	1.052954e-001
6.431287562015904e-003	-6.519449e-001	8.368908e-002
6.450818812015904e-003	-4.742259e-001	6.082400e-002
6.470350062015903e-003	-2.893740e-001	3.704406e-002
6.489881312015903e-003	-1.001697e-001	1.270695e-002
6.509412562015903e-003	9.054127e-002	-1.182128e-002
6.528943812015902e-003	2.798904e-001	-3.617171e-002
6.548475062015902e-003	4.650297e-001	-5.997809e-002
6.568006312015901e-003	6.431745e-001	-8.288234e-002
6.587537562015901e-003	8.116454e-001	-1.045400e-001
6.607068812015901e-003	9.679085e-001	-1.246252e-001
6.626600062015900e-003	1.109613e+000	-1.428360e-001
6.646131312015900e-003	1.234628e+000	-1.588983e-001
6.665662562015899e-003	1.341074e+000	-1.725707e-001
6.685193812015899e-003	1.427348e+000	-1.836475e-001
6.704725062015898e-003	1.492153e+000	-1.919621e-001
6.724256312015898e-003	1.534516e+000	-1.973893e-001
6.743787562015898e-003	1.553986e+000	-1.998477e-001
6.762689960767491e-003	1.550393e+000	-1.993646e-001
6.782221210767491e-003	1.523552e+000	-1.959153e-001
6.801752460767491e-003	1.473984e+000	-1.895193e-001
6.821283710767490e-003	1.402247e+000	-1.802727e-001
6.840814960767490e-003	1.309418e+000	-1.683146e-001
6.860346210767489e-003	1.196894e+000	-1.538250e-001
6.879877460767489e-003	1.066368e+000	-1.370216e-001
6.899408710767488e-003	9.198026e-001	-1.181574e-001
6.918939960767488e-003	7.594026e-001	-9.751590e-002
6.938471210767488e-003	5.875805e-001	-7.540771e-002
6.958002460767487e-003	4.069206e-001	-5.216531e-002
6.977533710767487e-003	2.201403e-001	-2.813831e-002
6.997064960767486e-003	3.004882e-002	-3.688070e-003
7.016596210767486e-003	-1.604946e-001	2.081764e-002
7.036127460767486e-003	-3.486240e-001	4.501023e-002
7.055658710767485e-003	-5.315098e-001	6.852583e-002
7.075189960767485e-003	-7.064012e-001	9.101073e-002
7.094721210767484e-003	-8.706677e-001	1.121267e-001
7.114252460767484e-003	-1.021838e+000	1.315563e-001
7.133783710767483e-003	-1.157640e+000	1.490071e-001
7.153314960767483e-003	-1.276029e+000	1.642167e-001
7.172846210767483e-003	-1.375226e+000	1.769563e-001
7.192377460767482e-003	-1.453738e+000	1.870343e-001
7.211908710767482e-003	-1.510385e+000	1.942992e-001
7.231439960767481e-003	-1.545487e+000	1.986416e-001
7.247050186702637e-003	-1.556562e+000	1.999657e-001
7.263903502947533e-003	-1.550029e+000	1.992373e-001
7.283434752947533e-003	-1.521134e+000	1.956030e-001
7.302966002947532e-003	-1.470164e+000	1.890266e-001
7.322497252947532e-003	-1.397081e+000	1.796070e-001
7.342028502947531e-003	-1.302984e+000	1.674860e-001
7.361559752947531e-003	-1.189290e+000	1.528459e-001
7.381091002947531e-003	-1.057707e+000	1.359068e-001
7.400622252947530e-003	-9.102156e-001	1.169235e-001
7.420153502947530e-003	-7.490337e-001	9.618165e-002
7.439684752947529e-003	-5.765855e-001	7.399309e-002
7.459216002947529e-003	-3.954651e-001	5.069162e-002
7.478747252947528e-003	-2.083964e-001	2.662769e-002
7.498278502947528e-003	-1.819327e-002	2.163255e-003
7.517809752947528e-003	1.722835e-001	-2.233372e-002
7.537341002947527e-003	3.601690e-001	-4.649477e-002
7.556872252947527e-003	5.426372e-001	-6.995650e-002
7.576403502947526e-003	7.169436e-001	-9.236601e-002
7.595934752947526e-003	8.804665e-001	-1.133863e-001
7.615466002947526e-003	1.030746e+000	-1.327011e-001
7.634997252947525e-003	1.165523e+000	-1.500199e-001
7.654528502947525e-003	1.282769e+000	-1.650824e-001
7.674059752947524e-003	1.380721e+000	-1.776618e-001
7.693591002947524e-003	1.457905e+000	-1.875690e-001
7.713122252947523e-003	1.513162e+000	-1.946550e-001
7.732653502947523e-003	1.546605e+000	-1.988133e-001
7.749026180598178e-003	1.556933e+000	-1.999963e-001
7.764638045556031e-003	1.549764e+000	-1.991547e-001
7.784169295556031e-003	1.519627e+000	-1.954084e-001
7.803700545556030e-003	1.467809e+000	-1.887230e-001
7.823231795556031e-003	1.393914e+000	-1.791991e-001
7.842763045556030e-003	1.299053e+000	-1.669798e-001
7.862294295556030e-003	1.184653e+000	-1.522489e-001
7.881825545556030e-003	1.052435e+000	-1.352282e-001
7.901356795556029e-003	9.043869e-001	-1.161734e-001
7.920888045556029e-003	7.427362e-001	-9.537133e-002
7.940419295556028e-003	5.699141e-001	-7.313476e-002
7.959950545556028e-003	3.885199e-001	-4.979817e-002
7.979481795556027e-003	2.012820e-001	-2.571257e-002
7.999013045556027e-003	1.101669e-002	-1.240236e-003
8.018544295556027e-003	-1.794144e-001	2.325076e-002
8.038075545556026e-003	-3.671468e-001	4.739203e-002
8.057606795556026e-003	-5.493571e-001	7.082050e-002
8.077138045556025e-003	-7.233045e-001	9.318374e-002
8.096669295556025e-003	-8.863728e-001	1.141454e-001
8.116200545556025e-003	-1.036109e+000	1.333902e-001
8.135731795556024e-003	-1.170262e+000	1.506288e-001
8.155263045556024e-003	-1.286812e+000	1.656017e-001
8.174794295556023e-003	-1.384008e+000	1.780838e-001
8.194325545556023e-003	-1.460387e+000	1.878874e-001
8.213856795556022e-003	-1.514800e+000	1.948649e-001
8.233388045556022e-003	-1.547745e+000	1.989115e-001
8.248527651729370e-003	-1.557114e+000	1.999914e-001
8.264452742236212e-003	-1.549834e+000	1.991759e-001
8.283983992236212e-003	-1.520011e+000	1.954579e-001
8.303515242236211e-003	-1.468406e+000	1.888000e-001
8.323046492236211e-003	-1.394716e+000	1.793023e-001
8.342577742236210e-003	-1.300047e+000	1.671078e-001
8.362108992236210e-003	-1.185825e+000	1.523998e-001
8.381640242236210e-003	-1.053767e+000	1.353996e-001
8.401171492236209e-003	-9.058592e-001	1.163629e-001
8.420702742236209e-003	-7.443264e-001	9.557594e-002
8.440233992236208e-003	-5.715983e-001	7.335144e-002
8.459765242236208e-003	-3.902728e-001	5.002366e-002
8.479296492236207e-003	-2.030772e-001	2.594348e-002
8.498827742236207e-003	-1.282715e-002	1.473089e-003
8.518358992236207e-003	1.776158e-001	-2.301946e-002
8.537890242236206e-003	3.653873e-001	-4.716577e-002
8.557421492236206e-003	5.476630e-001	-7.060267e-002
8.576952742236205e-003	7.217013e-001	-9.297764e-002
8.596483992236205e-003	8.848846e-001	-1.139541e-001
8.616015242236205e-003	1.034758e+000	-1.332167e-001
8.635546492236204e-003	1.169068e+000	-1.504755e-001
8.655077742236204e-003	1.285795e+000	-1.654710e-001
8.674608992236203e-003	1.383181e+000	-1.779777e-001
8.694140242236203e-003	1.459764e+000	-1.878074e-001
8.713671492236202e-003	1.514390e+000	-1.948124e-001
8.733202742236202e-003	1.547081e+000	-1.988872e-001
8.749920475737180e-003	1.557031e+000	-2.000000e-001
8.764970442303073e-003	1.549634e+000	-1.991159e-001
8.784501692303073e-003	1.518935e+000	-1.953190e-001
8.804032942303072e-003	1.466734e+000	-1.885843e-001
8.823564192303072e-003	1.392472e+000	-1.790132e-001
8.843095442303071e-003	1.297265e+000	-1.667495e-001
8.862626692303071e-003	1.182547e+000	-1.519777e-001
8.882157942303071e-003	1.050042e+000	-1.349201e-001
8.901689192303070e-003	9.017431e-001	-1.158332e-001
8.921220442303070e-003	7.398813e-001	-9.500396e-002
8.940751692303069e-003	5.668911e-001	-7.274582e-002
8.960282942303069e-003	3.853744e-001	-4.939351e-002
8.979814192303069e-003	1.980612e-001	-2.529828e-002
8.999345442303068e-003	7.769042e-003	-8.225392e-004
9.018876692303068e-003	-1.826400e-001	2.366558e-002
9.038407942303067e-003	-3.703019e-001	4.779774e-002
9.057939192303067e-003	-5.523942e-001	7.121097e-002
9.077470442303066e-003	-7.261779e-001	9.355313e-002
9.097001692303066e-003	-8.890393e-001	1.144882e-001
9.116532942303066e-003	-1.038529e+000	1.337012e-001
9.136064192303065e-003	-1.172398e+000	1.509032e-001
9.155595442303065e-003	-1.288633e+000	1.658355e-001
9.175126692303064e-003	-1.385485e+000	1.782735e-001
9.194657942303064e-003	-1.461499e+000	1.880301e-001
9.214189192303064e-003	-1.515531e+000	1.949586e-001
9.233720442303063e-003	-1.547513e+000	1.989546e-001
9.250763398696115e-003	-1.556832e+000	1.999977e-001
9.266243054403954e-003	-1.548298e+000	1.989593e-001
9.285774304403954e-003	-1.516223e+000	1.949688e-001
9.305305554403953e-003	-1.462557e+000	1.880457e-001
9.324836804403953e-003	-1.386892e+000	1.782943e-001
9.344368054403952e-003	-1.290367e+000	1.658612e-001
9.363899304403952e-003	-1.174434e+000	1.509333e-001
