freq,v
-0.9949065094758193, -5.1069966757070375
-0.9829329614840169, -5.222748983848348
-0.9709594134922145, -5.378613477979229
-0.958985865500412, -5.517287035257439
-0.9470123175086096, -5.644499967967199
-0.9350387695168072, -5.752229838910598
-0.9230652215250048, -5.872566396879293
-0.9110916735332024, -5.994049017304832
-0.8991181255413999, -6.132722574583038
-0.8871445775495975, -6.258789444835955
-0.8751710295577951, -6.34015987927193
-0.8631974815659927, -6.432990938276351
-0.8512239335741902, -6.524675934823925
-0.8392503855823878, -6.598023932061988
-0.8272768375905855, -6.665641617015822
-0.8153032895987831, -6.724090802314905
-0.8033297416069807, -6.776809675329758
-0.7913561936151783, -6.838697047999375
-0.7793826456233759, -6.858180109765733
-0.7655949236934215, -6.88772305309773
-0.7501744452191306, -6.872314880066817
-0.7372575267794892, -6.897948477018243
-0.7238689231159283, -6.865056484506802
-0.7115688238152584, -6.8500430663221366
-0.6999218271323234, -6.834112798171997
-0.687948279140521, -6.768787238131846
-0.6759747311487185, -6.685124678782184
-0.6640011831569161, -6.646158555249464
-0.6520276351651138, -6.5567656836155805
-0.6400540871733114, -6.49144012357543
-0.628080539181509, -6.392878752286787
-0.6161069911897066, -6.311508317850812
-0.6041334431979042, -6.185441447597896
-0.5921598952061018, -6.097194638420856
-0.5801863472142993, -5.96195926851318
-0.5682127992224969, -5.8255778361486605
-0.5562392512306944, -5.718994027662106
-0.544265703238892, -5.589488970038655
-0.5322921552470896, -5.466860287156273
-0.5203186072552872, -5.329332792334906
-0.5083450592634848, -5.211288359279905
-0.49637151127168244, -5.063446302346936
-0.48439796327987994, -4.928210932439264
-0.47242441528807755, -4.782661000419985
-0.46045086729627516, -4.660032317537603
-0.44847731930447277, -4.529381197457308
-0.4365037713126704, -4.378100953153808
-0.4247479241934462, -4.251804870409522
-0.4125566753290655, -4.143158149500646
-0.4005831273372631, -4.026259778902485
-0.3886095793454607, -3.9047771584769464
-0.3766360313536583, -3.8073618496451473
-0.3646624833618558, -3.685879229219612
-0.3526889353700534, -3.6262839814636862
-0.340715387378251, -3.533452922459265
-0.32874183938644863, -3.4864643617286326
-0.31676829139464624, -3.414262426947417
-0.30479474340284374, -3.351228991820957
-0.29282119541104135, -3.328307742684064
-0.28084764741923895, -3.2687124949281383
-0.26887409942743656, -3.2343306212227994
-0.2569005514356342, -3.2423530584207114
-0.24492700344383167, -3.222869996654353
-0.23295345545202928, -3.233184558765956
-0.2209799074602269, -3.2687124949281383
-0.2090063594684245, -3.304240431090328
-0.1970328114766221, -3.340914429709354
-0.1850592634848196, -3.3695659911304716
-0.1730857154930172, -3.425723051515863
-0.16111216750121482, -3.501363173667613
-0.14913861950941243, -3.567834796164604
-0.13716507151761004, -3.6514973555142696
-0.12519152352580754, -3.746620539432378
-0.11321797553400514, -3.837159473523112
-0.10124442754220275, -3.9597881564054944
-0.08927087955040036, -4.075540464546805
-0.07762388286746524, -4.193814110093179
-0.06532378356679547, -4.30819114328628
-0.05335023557499308, -4.430819826168662
-0.041376687583190686, -4.563763071162647
-0.029403139591388294, -4.715043315466147
-0.017429591599585903, -4.853716872744357
-0.005456043607783512, -4.975199493169896
0.0065175043840188795, -5.1218954876460145
0.01849105237582127, -5.242232045614706
0.030464600367623884, -5.3900741025476755
0.042438148359426275, -5.537916159480641
0.05441169635122867, -5.645646030424043
0.06638524434303106, -5.767128650849582
0.07835879233483345, -5.879442771620361
0.09033234032663584, -6.015824203984881
0.10230588831843823, -6.156789886176778
0.11427943631024062, -6.243890632896974
0.12625298430204301, -6.344744129099308
0.1382265322938454, -6.429552750905817
0.15020008028564802, -6.520091684996547
0.1621736282774504, -6.620945181198881
0.1741471762692528, -6.672517991756891
0.1861207242610552, -6.727528989685439
0.19809427225285758, -6.791708487268739
0.21006782024465998, -6.838697047999375
0.2218236636388404, -6.865171090752483
0.23020515095814598, -6.889123796100542
0.2562687832029278, -6.89052453910335
0.27047981238511754, -6.863910422049958
0.28408611692125674, -6.854741922395199
0.29605966491305913, -6.840989172913062
0.3080332129048615, -6.763056925847625
0.3200067608966639, -6.7080459279190805
0.3319803088884663, -6.662203429645288
0.3439538568802687, -6.602608181889366
0.3559274048720713, -6.513215310255479
0.3679009528638737, -6.429552750905817
0.3798745008556761, -6.335575629444548
0.3918480488474785, -6.24045244552644
