time	V(vin)	V(vout)	V(n001)
4.420295287175835e-003	8.906570e-001	-5.843677e+000	5.000000e+000
4.439826537175834e-003	6.847637e-001	-5.638830e+000	5.000000e+000
4.459357787175834e-003	4.685709e-001	-5.423727e+000	5.000000e+000
4.478889037175833e-003	2.453305e-001	-5.201602e+000	5.000000e+000
4.498420287175833e-003	1.839996e-002	-4.975798e+000	5.000000e+000
4.517951537175833e-003	-2.088073e-001	-4.749710e+000	5.000000e+000
4.537482787175832e-003	-4.328739e-001	-4.526738e+000	5.000000e+000
4.557014037175832e-003	-6.504296e-001	-4.310238e+000	5.000000e+000
4.576545287175831e-003	-8.582023e-001	-4.103464e+000	5.000000e+000
4.596076537175831e-003	-1.053067e+000	-3.909528e+000	5.000000e+000
4.615607787175831e-003	-1.232092e+000	-3.731345e+000	5.000000e+000
4.635139037175830e-003	-1.392586e+000	-3.571596e+000	5.000000e+000
4.654670287175830e-003	-1.532134e+000	-3.432684e+000	5.000000e+000
4.674201537175829e-003	-1.648637e+000	-3.316699e+000	5.000000e+000
4.693732787175829e-003	-1.740343e+000	-3.225383e+000	5.000000e+000
4.713264037175828e-003	-1.805872e+000	-3.160112e+000	5.000000e+000
4.732795287175828e-003	-1.845337e+000	-3.120776e+000	5.000000e+000
4.749257041534661e-003	-1.857373e+000	-3.108742e+000	5.000000e+000
4.764723854410551e-003	-1.848587e+000	-3.117431e+000	5.000000e+000
4.784255104410551e-003	-1.812262e+000	-3.153509e+000	5.000000e+000
4.803786354410550e-003	-1.750134e+000	-3.215266e+000	5.000000e+000
4.823317604410550e-003	-1.661681e+000	-3.303218e+000	5.000000e+000
4.842848854410550e-003	-1.548235e+000	-3.416044e+000	5.000000e+000
4.862380104410549e-003	-1.411503e+000	-3.552047e+000	5.000000e+000
4.881911354410549e-003	-1.253540e+000	-3.709181e+000	5.000000e+000
4.901442604410548e-003	-1.076723e+000	-3.885082e+000	5.000000e+000
4.920973854410548e-003	-8.837103e-001	-4.077104e+000	5.000000e+000
4.940505104410548e-003	-6.774062e-001	-4.282360e+000	5.000000e+000
4.960036354410547e-003	-4.609133e-001	-4.497762e+000	5.000000e+000
4.979567604410547e-003	-2.374878e-001	-4.720071e+000	5.000000e+000
4.999098854410546e-003	-1.049032e-002	-4.945942e+000	5.000000e+000
5.018630104410546e-003	2.166650e-001	-5.171979e+000	5.000000e+000
5.038161354410545e-003	4.405614e-001	-5.394781e+000	5.000000e+000
5.057692604410545e-003	6.578314e-001	-5.610997e+000	5.000000e+000
5.077223854410545e-003	8.652071e-001	-5.817376e+000	5.000000e+000
5.096755104410544e-003	1.059569e+000	-6.010813e+000	5.000000e+000
5.116286354410544e-003	1.237994e+000	-6.188399e+000	5.000000e+000
5.135817604410543e-003	1.397799e+000	-6.347462e+000	5.000000e+000
5.155348854410543e-003	1.536579e+000	-6.485611e+000	5.000000e+000
5.174880104410543e-003	1.652248e+000	-6.600767e+000	5.000000e+000
5.194411354410542e-003	1.743066e+000	-6.691197e+000	5.000000e+000
5.213942604410542e-003	1.807666e+000	-6.755544e+000	5.000000e+000
5.233473854410541e-003	1.846022e+000	-6.793777e+000	5.000000e+000
5.250361905007093e-003	1.857342e+000	-6.805101e+000	5.000000e+000
5.265589296433447e-003	1.847714e+000	-6.795572e+000	5.000000e+000
5.285120546433446e-003	1.810082e+000	-6.758193e+000	5.000000e+000
5.304651796433446e-003	1.746764e+000	-6.695254e+000	5.000000e+000
5.324183046433445e-003	1.657173e+000	-6.606168e+000	5.000000e+000
5.343714296433445e-003	1.542656e+000	-6.492276e+000	5.000000e+000
5.363245546433445e-003	1.404937e+000	-6.355292e+000	5.000000e+000
5.382776796433444e-003	1.246086e+000	-6.197274e+000	5.000000e+000
5.402308046433444e-003	1.068493e+000	-6.020601e+000	5.000000e+000
5.421839296433443e-003	8.748287e-001	-5.827929e+000	5.000000e+000
5.441370546433443e-003	6.680062e-001	-5.622157e+000	5.000000e+000
5.460901796433442e-003	4.511362e-001	-5.406379e+000	5.000000e+000
5.480433046433442e-003	2.274807e-001	-5.183841e+000	5.000000e+000
5.519495546433441e-003	-2.266794e-001	-4.731925e+000	5.000000e+000
5.539026796433441e-003	-4.503530e-001	-4.509345e+000	5.000000e+000
5.558558046433440e-003	-6.672528e-001	-4.293496e+000	5.000000e+000
5.578089296433440e-003	-8.741165e-001	-4.087626e+000	5.000000e+000
5.597620546433440e-003	-1.067833e+000	-3.894831e+000	5.000000e+000
5.617151796433439e-003	-1.245488e+000	-3.718012e+000	5.000000e+000
5.636683046433439e-003	-1.404410e+000	-3.559827e+000	5.000000e+000
5.656214296433438e-003	-1.542208e+000	-3.422656e+000	5.000000e+000
5.675745546433438e-003	-1.656809e+000	-3.308561e+000	5.000000e+000
5.695276796433437e-003	-1.746491e+000	-3.219260e+000	5.000000e+000
5.714808046433437e-003	-1.809904e+000	-3.156095e+000	5.000000e+000
5.734339296433437e-003	-1.846846e+000	-3.119269e+000	5.000000e+000
5.751770992768144e-003	-1.856797e+000	-3.109307e+000	5.000000e+000
5.767883717378744e-003	-1.844588e+000	-3.121399e+000	5.000000e+000
5.787414967378743e-003	-1.804039e+000	-3.161681e+000	5.000000e+000
5.806946217378743e-003	-1.737578e+000	-3.227749e+000	5.000000e+000
5.826477467378743e-003	-1.644982e+000	-3.319826e+000	5.000000e+000
5.846008717378742e-003	-1.527643e+000	-3.436526e+000	5.000000e+000
5.865539967378742e-003	-1.387328e+000	-3.576095e+000	5.000000e+000
5.885071217378741e-003	-1.226145e+000	-3.736433e+000	5.000000e+000
5.904602467378741e-003	-1.046521e+000	-3.915128e+000	5.000000e+000
5.924133717378740e-003	-8.511553e-001	-4.109493e+000	5.000000e+000
5.943664967378740e-003	-6.429878e-001	-4.316605e+000	5.000000e+000
5.963196217378740e-003	-4.251492e-001	-4.533347e+000	5.000000e+000
5.982727467378739e-003	-2.009160e-001	-4.756461e+000	5.000000e+000
6.002258717378739e-003	2.633926e-002	-4.982590e+000	5.000000e+000
6.021789967378738e-003	2.531983e-001	-5.208333e+000	5.000000e+000
6.041321217378738e-003	4.762491e-001	-5.430295e+000	5.000000e+000
6.060852467378738e-003	6.921366e-001	-5.645137e+000	5.000000e+000
6.080383717378737e-003	8.976137e-001	-5.849628e+000	5.000000e+000
6.099914967378737e-003	1.089590e+000	-6.040692e+000	5.000000e+000
6.119446217378736e-003	1.265178e+000	-6.215455e+000	5.000000e+000
6.138977467378736e-003	1.421736e+000	-6.371289e+000	5.000000e+000
6.158508717378735e-003	1.556910e+000	-6.505850e+000	5.000000e+000
6.178039967378735e-003	1.668667e+000	-6.617114e+000	5.000000e+000
6.197571217378735e-003	1.755325e+000	-6.703407e+000	5.000000e+000
6.217102467378734e-003	1.815582e+000	-6.763432e+000	5.000000e+000
6.236633717378734e-003	1.848531e+000	-6.796285e+000	5.000000e+000
6.256164967378733e-003	1.853911e+000	-6.801706e+000	5.000000e+000
6.275037562015908e-003	1.832392e+000	-6.780360e+000	5.000000e+000
6.294568812015907e-003	1.782802e+000	-6.731081e+000	5.000000e+000
6.314100062015907e-003	1.706630e+000	-6.655350e+000	5.000000e+000
6.333631312015906e-003	1.604790e+000	-6.554073e+000	5.000000e+000
6.353162562015906e-003	1.478812e+000	-6.428774e+000	5.000000e+000
6.372693812015906e-003	1.330591e+000	-6.281337e+000	5.000000e+000
6.392225062015905e-003	1.162357e+000	-6.113980e+000	5.000000e+000
6.411756312015905e-003	9.766397e-001	-5.929220e+000	5.000000e+000
6.431287562015904e-003	7.762331e-001	-5.729836e+000	5.000000e+000
6.450818812015904e-003	5.641512e-001	-5.518826e+000	5.000000e+000
6.470350062015903e-003	3.435839e-001	-5.299366e+000	5.000000e+000
