time	V(vin)	V(vout)	V(n001)
7.172846210767483e-003	1.641335e+000	-6.684083e+000	5.095000e+000
7.192377460767482e-003	1.734811e+000	-6.777159e+000	5.095000e+000
7.211908710767482e-003	1.802194e+000	-6.844274e+000	5.095000e+000
7.231439960767481e-003	1.843870e+000	-6.885810e+000	5.095000e+000
7.247050186702637e-003	1.856920e+000	-6.898850e+000	5.095000e+000
7.263903502947533e-003	1.848951e+000	-6.890979e+000	5.095000e+000
7.283434752947533e-003	1.814281e+000	-6.856548e+000	5.095000e+000
7.302966002947532e-003	1.753281e+000	-6.795916e+000	5.095000e+000
7.322497252947532e-003	1.665910e+000	-6.709039e+000	5.095000e+000
7.342028502947531e-003	1.553483e+000	-6.597226e+000	5.095000e+000
7.361559752947531e-003	1.417689e+000	-6.462158e+000	5.095000e+000
7.381091002947531e-003	1.260572e+000	-6.305867e+000	5.095000e+000
7.400622252947530e-003	1.084495e+000	-6.130703e+000	5.095000e+000
7.420153502947530e-003	8.921063e-001	-5.939301e+000	5.095000e+000
7.439684752947529e-003	6.862993e-001	-5.734540e+000	5.095000e+000
7.459216002947529e-003	4.701698e-001	-5.519499e+000	5.095000e+000
7.478747252947528e-003	2.469684e-001	-5.297414e+000	5.095000e+000
7.498278502947528e-003	2.005247e-002	-5.071624e+000	5.095000e+000
7.517809752947528e-003	-2.071651e-001	-4.845526e+000	5.095000e+000
7.537341002947527e-003	-4.312667e-001	-4.622519e+000	5.095000e+000
7.556872252947527e-003	-6.488817e-001	-4.405960e+000	5.095000e+000
7.576403502947526e-003	-8.567368e-001	-4.199104e+000	5.095000e+000
7.595934752947526e-003	-1.051706e+000	-4.005064e+000	5.095000e+000
7.615466002947526e-003	-1.230856e+000	-3.826757e+000	5.095000e+000
7.634997252947525e-003	-1.391493e+000	-3.666865e+000	5.095000e+000
7.654528502947525e-003	-1.531201e+000	-3.527794e+000	5.095000e+000
7.674059752947524e-003	-1.647878e+000	-3.411635e+000	5.095000e+000
7.693591002947524e-003	-1.739770e+000	-3.320136e+000	5.095000e+000
7.713122252947523e-003	-1.805494e+000	-3.254672e+000	5.095000e+000
7.732653502947523e-003	-1.845190e+000	-3.215105e+000	5.095000e+000
7.749026180598178e-003	-1.857341e+000	-3.202957e+000	5.095000e+000
7.764638045556031e-003	-1.848627e+000	-3.211573e+000	5.095000e+000
7.784169295556031e-003	-1.812476e+000	-3.247479e+000	5.095000e+000
7.803700545556030e-003	-1.750465e+000	-3.309118e+000	5.095000e+000
7.823231795556031e-003	-1.662125e+000	-3.396958e+000	5.095000e+000
7.842763045556030e-003	-1.548786e+000	-3.509679e+000	5.095000e+000
7.862294295556030e-003	-1.412152e+000	-3.645584e+000	5.095000e+000
7.881825545556030e-003	-1.254277e+000	-3.802629e+000	5.095000e+000
7.901356795556029e-003	-1.077537e+000	-3.978453e+000	5.095000e+000
7.920888045556029e-003	-8.845896e-001	-4.170411e+000	5.095000e+000
7.940419295556028e-003	-6.783372e-001	-4.375616e+000	5.095000e+000
7.959950545556028e-003	-4.618820e-001	-4.590980e+000	5.095000e+000
7.979481795556027e-003	-2.384797e-001	-4.813266e+000	5.095000e+000
7.999013045556027e-003	-1.149046e-002	-5.039129e+000	5.095000e+000
8.018544295556027e-003	2.156716e-001	-5.265172e+000	5.095000e+000
8.038075545556026e-003	4.395899e-001	-5.487996e+000	5.095000e+000
8.057606795556026e-003	6.568962e-001	-5.704248e+000	5.095000e+000
8.077138045556025e-003	8.643222e-001	-5.910677e+000	5.095000e+000
8.096669295556025e-003	1.058748e+000	-6.104177e+000	5.095000e+000
8.116200545556025e-003	1.237249e+000	-6.281839e+000	5.095000e+000
8.135731795556024e-003	1.397141e+000	-6.440989e+000	5.095000e+000
8.155263045556024e-003	1.536019e+000	-6.579234e+000	5.095000e+000
8.174794295556023e-003	1.651793e+000	-6.694495e+000	5.095000e+000
8.194325545556023e-003	1.742723e+000	-6.785038e+000	5.095000e+000
8.213856795556022e-003	1.807441e+000	-6.849502e+000	5.095000e+000
8.233388045556022e-003	1.846543e+000	-6.888477e+000	5.095000e+000
8.248527651729370e-003	1.857563e+000	-6.899495e+000	5.095000e+000
8.264452742236212e-003	1.848713e+000	-6.890745e+000	5.095000e+000
8.283983992236212e-003	1.812935e+000	-6.855211e+000	5.095000e+000
8.303515242236211e-003	1.751179e+000	-6.793826e+000	5.095000e+000
8.323046492236211e-003	1.663084e+000	-6.706229e+000	5.095000e+000
8.342577742236210e-003	1.549975e+000	-6.593737e+000	5.095000e+000
8.362108992236210e-003	1.413552e+000	-6.458043e+000	5.095000e+000
8.381640242236210e-003	1.255868e+000	-6.301187e+000	5.095000e+000
8.401171492236209e-003	1.079295e+000	-6.125529e+000	5.095000e+000
8.420702742236209e-003	8.864881e-001	-5.933711e+000	5.095000e+000
8.440233992236208e-003	6.803477e-001	-5.728618e+000	5.095000e+000
8.459765242236208e-003	4.639742e-001	-5.513335e+000	5.095000e+000
8.479296492236207e-003	2.406222e-001	-5.291100e+000	5.095000e+000
8.498827742236207e-003	1.365095e-002	-5.065254e+000	5.095000e+000
8.518358992236207e-003	-2.135256e-001	-4.839196e+000	5.095000e+000
8.537890242236206e-003	-4.374905e-001	-4.616326e+000	5.095000e+000
8.557421492236206e-003	-6.548752e-001	-4.399996e+000	5.095000e+000
8.576952742236205e-003	-8.624098e-001	-4.193459e+000	5.095000e+000
8.596483992236205e-003	-1.056973e+000	-3.999821e+000	5.095000e+000
8.616015242236205e-003	-1.235638e+000	-3.821997e+000	5.095000e+000
8.635546492236204e-003	-1.395719e+000	-3.662659e+000	5.095000e+000
8.655077742236204e-003	-1.534806e+000	-3.524205e+000	5.095000e+000
8.674608992236203e-003	-1.650809e+000	-3.408718e+000	5.095000e+000
8.694140242236203e-003	-1.741981e+000	-3.317933e+000	5.095000e+000
8.713671492236202e-003	-1.806953e+000	-3.253218e+000	5.095000e+000
8.733202742236202e-003	-1.845752e+000	-3.214543e+000	5.095000e+000
8.749920475737180e-003	-1.857448e+000	-3.202847e+000	5.095000e+000
8.764970442303073e-003	-1.848468e+000	-3.211730e+000	5.095000e+000
8.784501692303073e-003	-1.811646e+000	-3.248303e+000	5.095000e+000
8.804032942303072e-003	-1.749178e+000	-3.310397e+000	5.095000e+000
8.823564192303072e-003	-1.660401e+000	-3.398673e+000	5.095000e+000
8.843095442303071e-003	-1.546650e+000	-3.511803e+000	5.095000e+000
8.862626692303071e-003	-1.409636e+000	-3.648086e+000	5.095000e+000
8.882157942303071e-003	-1.251420e+000	-3.805472e+000	5.095000e+000
8.901689192303070e-003	-1.074381e+000	-3.981593e+000	5.095000e+000
8.921220442303070e-003	-8.811821e-001	-4.173801e+000	5.095000e+000
8.940751692303069e-003	-6.747297e-001	-4.379205e+000	5.095000e+000
8.960282942303069e-003	-4.581287e-001	-4.594715e+000	5.095000e+000
8.979814192303069e-003	-2.346370e-001	-4.817089e+000	5.095000e+000
8.999345442303068e-003	-7.616181e-003	-5.042984e+000	5.095000e+000
9.018876692303068e-003	2.195192e-001	-5.269001e+000	5.095000e+000
9.038407942303067e-003	4.433528e-001	-5.491740e+000	5.095000e+000
9.057939192303067e-003	6.605181e-001	-5.707853e+000	5.095000e+000
9.077470442303066e-003	8.677484e-001	-5.914087e+000	5.095000e+000
9.097001692303066e-003	1.061927e+000	-6.107342e+000	5.095000e+000
9.116532942303066e-003	1.240133e+000	-6.284709e+000	5.095000e+000
9.136064192303065e-003	1.399687e+000	-6.443523e+000	5.095000e+000
9.155595442303065e-003	1.538188e+000	-6.581394e+000	5.095000e+000
9.175126692303064e-003	1.653553e+000	-6.696248e+000	5.095000e+000
9.194657942303064e-003	1.744047e+000	-6.786357e+000	5.095000e+000
9.214189192303064e-003	1.808309e+000	-6.850367e+000	5.095000e+000
9.233720442303063e-003	1.846263e+000	-6.888199e+000	5.095000e+000
9.250763398696115e-003	1.857204e+000	-6.899146e+000	5.095000e+000
9.266243054403954e-003	1.846862e+000	-6.888909e+000	5.095000e+000
9.285774304403954e-003	1.808399e+000	-6.850703e+000	5.095000e+000
9.305305554403953e-003	1.744184e+000	-6.786870e+000	5.095000e+000
9.324836804403953e-003	1.653734e+000	-6.696930e+000	5.095000e+000
9.344368054403952e-003	1.538411e+000	-6.582236e+000	5.095000e+000
9.363899304403952e-003	1.399949e+000	-6.444512e+000	5.095000e+000
9.383430554403952e-003	1.240431e+000	-6.285830e+000	5.095000e+000
9.402961804403951e-003	1.062255e+000	-6.108577e+000	5.095000e+000
9.422493054403951e-003	8.681019e-001	-5.915419e+000	5.095000e+000
9.442024304403950e-003	6.608917e-001	-5.709260e+000	5.095000e+000
9.461555554403950e-003	4.437411e-001	-5.493203e+000	5.095000e+000
9.481086804403949e-003	2.199163e-001	-5.270496e+000	5.095000e+000
9.500618054403949e-003	-7.216304e-003	-5.044490e+000	5.095000e+000
9.520149304403949e-003	-2.342403e-001	-4.818583e+000	5.095000e+000
9.539680554403948e-003	-4.577412e-001	-4.596174e+000	5.095000e+000
9.559211804403948e-003	-6.743572e-001	-4.380608e+000	5.095000e+000
9.578743054403947e-003	-8.808302e-001	-4.175126e+000	5.095000e+000
9.598274304403947e-003	-1.074055e+000	-3.982821e+000	5.095000e+000
9.617805554403947e-003	-1.251125e+000	-3.806583e+000	5.095000e+000
9.637336804403946e-003	-1.409376e+000	-3.649065e+000	5.095000e+000
9.656868054403946e-003	-1.546429e+000	-3.512635e+000	5.095000e+000
9.676399304403945e-003	-1.660223e+000	-3.399344e+000	5.095000e+000
9.695930554403945e-003	-1.749045e+000	-3.310898e+000	5.095000e+000
9.715461804403944e-003	-1.811560e+000	-3.248627e+000	5.095000e+000
9.734993054403944e-003	-1.846828e+000	-3.213467e+000	5.095000e+000
9.754524304403944e-003	-1.854921e+000	-3.205345e+000	5.095000e+000
9.772366625851658e-003	-1.837379e+000	-3.222739e+000	5.095000e+000
9.791897875851658e-003	-1.791154e+000	-3.268669e+000	5.095000e+000
9.811429125851657e-003	-1.718591e+000	-3.340809e+000	5.095000e+000
9.830960375851657e-003	-1.620179e+000	-3.438673e+000	5.095000e+000
9.850491625851656e-003	-1.497398e+000	-3.560791e+000	5.095000e+000
9.870022875851656e-003	-1.352094e+000	-3.705324e+000	5.095000e+000
9.889554125851656e-003	-1.186454e+000	-3.870100e+000	5.095000e+000
9.909085375851655e-003	-1.002968e+000	-4.052638e+000	5.095000e+000
9.928616625851655e-003	-8.043970e-001	-4.250195e+000	5.095000e+000
9.948147875851654e-003	-5.937269e-001	-4.459799e+000	5.095000e+000
9.967679125851654e-003	-3.741265e-001	-4.678296e+000	5.095000e+000
9.987210375851654e-003	-1.488989e-001	-4.902401e+000	5.095000e+000
1.000674162585165e-002	7.856822e-002	-5.128743e+000	5.095000e+000
1.002627287585165e-002	3.048536e-001	-5.353917e+000	5.095000e+000
1.004580412585165e-002	5.265538e-001	-5.574537e+000	5.095000e+000
1.006533537585165e-002	7.403340e-001	-5.787284e+000	5.095000e+000
1.008486662585165e-002	9.429790e-001	-5.988958e+000	5.095000e+000
1.010439787585165e-002	1.131441e+000	-6.176527e+000	5.095000e+000
1.012392912585165e-002	1.302885e+000	-6.347168e+000	5.095000e+000
1.014346037585165e-002	1.454732e+000	-6.498316e+000	5.095000e+000
1.016299162585165e-002	1.584698e+000	-6.627696e+000	5.095000e+000
1.018252287585165e-002	1.690830e+000	-6.733363e+000	5.095000e+000
1.020205412585165e-002	1.771529e+000	-6.813727e+000	5.095000e+000
1.022158537585165e-002	1.825584e+000	-6.867581e+000	5.095000e+000
1.024111662585165e-002	1.852179e+000	-6.894113e+000	5.095000e+000
1.026064787585165e-002	1.850917e+000	-6.892924e+000	5.095000e+000
1.028017912585165e-002	1.821815e+000	-6.864033e+000	5.095000e+000
1.029971037585165e-002	1.765311e+000	-6.807874e+000	5.095000e+000
1.031924162585165e-002	1.682255e+000	-6.725292e+000	5.095000e+000
1.033877287585165e-002	1.573896e+000	-6.617529e+000	5.095000e+000
1.035830412585165e-002	1.441865e+000	-6.486205e+000	5.095000e+000
1.037783537585165e-002	1.288146e+000	-6.333297e+000	5.095000e+000
1.039736662585165e-002	1.115053e+000	-6.161103e+000	5.095000e+000
1.041689787585164e-002	9.251881e-001	-5.972213e+000	5.095000e+000
1.043642912585164e-002	7.214077e-001	-5.769470e+000	5.095000e+000
1.045596037585164e-002	5.067766e-001	-5.555922e+000	5.095000e+000
1.047549162585164e-002	2.845231e-001	-5.334782e+000	5.095000e+000
1.049502287585164e-002	5.799013e-002	-5.109374e+000	5.095000e+000
1.051455412585164e-002	-1.694150e-001	-4.883090e+000	5.095000e+000
1.053408537585164e-002	-3.942721e-001	-4.659334e+000	5.095000e+000
1.055361662585164e-002	-6.131988e-001	-4.441471e+000	5.095000e+000
1.057314787585164e-002	-8.229026e-001	-4.232777e+000	5.095000e+000
1.059267912585164e-002	-1.020229e+000	-4.036391e+000	5.095000e+000
1.061221037585164e-002	-1.202210e+000	-3.855268e+000	5.095000e+000
1.063174162585164e-002	-1.366109e+000	-3.692132e+000	5.095000e+000
1.065127287585164e-002	-1.509460e+000	-3.549437e+000	5.095000e+000
1.067080412585164e-002	-1.630108e+000	-3.429327e+000	5.095000e+000
1.069033537585164e-002	-1.726238e+000	-3.333612e+000	5.095000e+000
1.070986662585164e-002	-1.796403e+000	-3.263729e+000	5.095000e+000
1.072939787585164e-002	-1.840925e+000	-3.219360e+000	5.095000e+000
1.074507072084618e-002	-1.855970e+000	-3.204334e+000	5.095000e+000
1.076316738315329e-002	-1.849234e+000	-3.210974e+000	5.095000e+000
1.078269863315329e-002	-1.816050e+000	-3.243927e+000	5.095000e+000
1.080222988315329e-002	-1.756065e+000	-3.303550e+000	5.095000e+000
1.082176113315329e-002	-1.669667e+000	-3.389459e+000	5.095000e+000
1.084129238315329e-002	-1.558155e+000	-3.500360e+000	5.095000e+000
1.086082363315329e-002	-1.423207e+000	-3.634587e+000	5.095000e+000
1.088035488315329e-002	-1.266853e+000	-3.790119e+000	5.095000e+000
1.089988613315329e-002	-1.091444e+000	-3.964618e+000	5.095000e+000
1.091941738315328e-002	-8.996188e-001	-4.155458e+000	5.095000e+000
1.093894863315328e-002	-6.942625e-001	-4.359771e+000	5.095000e+000
1.095847988315328e-002	-4.784639e-001	-4.574481e+000	5.095000e+000
1.097801113315328e-002	-2.554687e-001	-4.796361e+000	5.095000e+000
1.099754238315328e-002	-2.863104e-002	-5.022073e+000	5.095000e+000
1.101707363315328e-002	1.986373e-001	-5.248221e+000	5.095000e+000
1.103660488315328e-002	4.229179e-001	-5.471405e+000	5.095000e+000
1.105613613315328e-002	6.408374e-001	-5.688267e+000	5.095000e+000
1.107566738315328e-002	8.491182e-001	-5.895546e+000	5.095000e+000
1.109519863315328e-002	1.044628e+000	-6.090124e+000	5.095000e+000
1.111472988315328e-002	1.224425e+000	-6.269074e+000	5.095000e+000
1.113426113315328e-002	1.385805e+000	-6.429705e+000	5.095000e+000
1.115379238315328e-002	1.526342e+000	-6.569601e+000	5.095000e+000
1.117332363315328e-002	1.643921e+000	-6.686657e+000	5.095000e+000
1.119285488315328e-002	1.736774e+000	-6.779114e+000	5.095000e+000
1.121238613315328e-002	1.803505e+000	-6.845580e+000	5.095000e+000
1.123191738315328e-002	1.844402e+000	-6.886342e+000	5.095000e+000
1.124782757363982e-002	1.857116e+000	-6.899048e+000	5.095000e+000
1.126419250699283e-002	1.848829e+000	-6.890859e+000	5.095000e+000
1.128372375699283e-002	1.813576e+000	-6.855847e+000	5.095000e+000
1.130325500699283e-002	1.752178e+000	-6.794818e+000	5.095000e+000
1.132278625699283e-002	1.664426e+000	-6.707562e+000	5.095000e+000
1.134231750699283e-002	1.551639e+000	-6.595392e+000	5.095000e+000
1.136184875699283e-002	1.415514e+000	-6.459995e+000	5.095000e+000
1.138138000699283e-002	1.258099e+000	-6.303406e+000	5.095000e+000
1.140091125699282e-002	1.081760e+000	-6.127982e+000	5.095000e+000
1.142044250699282e-002	8.891514e-001	-5.936361e+000	5.095000e+000
1.143997375699282e-002	6.831686e-001	-5.731425e+000	5.095000e+000
1.145950500699282e-002	4.669104e-001	-5.516256e+000	5.095000e+000
1.147903625699282e-002	2.436295e-001	-5.294091e+000	5.095000e+000
1.149856750699282e-002	1.668408e-002	-5.068272e+000	5.095000e+000
1.151809875699282e-002	-2.105123e-001	-4.842195e+000	5.095000e+000
1.153763000699282e-002	-4.345423e-001	-4.619260e+000	5.095000e+000
1.155716125699282e-002	-6.520364e-001	-4.402821e+000	5.095000e+000
1.157669250699282e-002	-8.597232e-001	-4.196133e+000	5.095000e+000
1.159622375699282e-002	-1.054479e+000	-4.002304e+000	5.095000e+000
1.161575500699282e-002	-1.233374e+000	-3.824250e+000	5.095000e+000
1.163528625699282e-002	-1.393719e+000	-3.664650e+000	5.095000e+000
1.165481750699282e-002	-1.533100e+000	-3.525903e+000	5.095000e+000
1.167434875699282e-002	-1.649423e+000	-3.410098e+000	5.095000e+000
1.169388000699282e-002	-1.740936e+000	-3.318974e+000	5.095000e+000
1.171341125699282e-002	-1.806264e+000	-3.253904e+000	5.095000e+000
1.173294250699282e-002	-1.845488e+000	-3.214807e+000	5.095000e+000
1.174949675176921e-002	-1.857404e+000	-3.202893e+000	5.095000e+000
1.176481295143126e-002	-1.848545e+000	-3.211655e+000	5.095000e+000
1.178434420143126e-002	-1.812040e+000	-3.247911e+000	5.095000e+000
1.180387545143126e-002	-1.749789e+000	-3.309790e+000	5.095000e+000
1.182340670143126e-002	-1.661219e+000	-3.397860e+000	5.095000e+000
1.184293795143126e-002	-1.547663e+000	-3.510796e+000	5.095000e+000
1.186246920143126e-002	-1.410829e+000	-3.646899e+000	5.095000e+000
1.188200045143126e-002	-1.252774e+000	-3.804124e+000	5.095000e+000
1.190153170143126e-002	-1.075877e+000	-3.980105e+000	5.095000e+000
1.192106295143126e-002	-8.827970e-001	-4.172194e+000	5.095000e+000
1.194059420143125e-002	-6.764393e-001	-4.377504e+000	5.095000e+000
1.196012545143125e-002	-4.599073e-001	-4.592945e+000	5.095000e+000
1.197965670143125e-002	-2.364578e-001	-4.815278e+000	5.095000e+000
1.199918795143125e-002	-9.451833e-003	-5.041157e+000	5.095000e+000
1.201871920143125e-002	2.176963e-001	-5.267187e+000	5.095000e+000
1.203825045143125e-002	4.415702e-001	-5.489966e+000	5.095000e+000
1.205778170143125e-002	6.588024e-001	-5.706145e+000	5.095000e+000
1.207731295143125e-002	8.661256e-001	-5.912472e+000	5.095000e+000
1.209684420143125e-002	1.060421e+000	-6.105843e+000	5.095000e+000
1.211637545143125e-002	1.238768e+000	-6.283350e+000	5.095000e+000
1.213590670143125e-002	1.398482e+000	-6.442323e+000	5.095000e+000
1.215543795143125e-002	1.537161e+000	-6.580371e+000	5.095000e+000
1.217496920143125e-002	1.652720e+000	-6.695418e+000	5.095000e+000
1.219450045143125e-002	1.743421e+000	-6.785733e+000	5.095000e+000
1.221403170143125e-002	1.807899e+000	-6.849957e+000	5.095000e+000
1.223356295143125e-002	1.846110e+000	-6.888046e+000	5.095000e+000
1.225050697305935e-002	1.857294e+000	-6.899234e+000	5.095000e+000
1.226582551308842e-002	1.847410e+000	-6.889452e+000	5.095000e+000
1.228535676308842e-002	1.809477e+000	-6.851775e+000	5.095000e+000
1.230488801308842e-002	1.745835e+000	-6.788512e+000	5.095000e+000
1.232441926308842e-002	1.655934e+000	-6.699118e+000	5.095000e+000
1.234395051308842e-002	1.541126e+000	-6.584936e+000	5.095000e+000
1.236348176308842e-002	1.403138e+000	-6.447683e+000	5.095000e+000
1.238301301308842e-002	1.244045e+000	-6.289426e+000	5.095000e+000
1.240254426308842e-002	1.066241e+000	-6.112543e+000	5.095000e+000
1.242207551308842e-002	8.723999e-001	-5.919695e+000	5.095000e+000
1.244160676308842e-002	6.654369e-001	-5.713782e+000	5.095000e+000
1.246113801308842e-002	4.484650e-001	-5.497903e+000	5.095000e+000
1.248066926308842e-002	2.247480e-001	-5.275304e+000	5.095000e+000
1.250020051308842e-002	-2.349573e-003	-5.049333e+000	5.095000e+000
1.251973176308842e-002	-2.294118e-001	-4.823388e+000	5.095000e+000
1.253926301308842e-002	-4.530234e-001	-4.600869e+000	5.095000e+000
1.255879426308842e-002	-6.698211e-001	-4.385122e+000	5.095000e+000
1.257832551308842e-002	-8.765441e-001	-4.179392e+000	5.095000e+000
1.259785676308842e-002	-1.070083e+000	-3.986773e+000	5.095000e+000
1.261738801308841e-002	-1.247527e+000	-3.810164e+000	5.095000e+000
1.263691926308841e-002	-1.406207e+000	-3.652220e+000	5.095000e+000
1.265645051308841e-002	-1.543736e+000	-3.515316e+000	5.095000e+000
1.267598176308841e-002	-1.658046e+000	-3.401512e+000	5.095000e+000
1.269551301308841e-002	-1.747418e+000	-3.312520e+000	5.095000e+000
1.271504426308841e-002	-1.810506e+000	-3.249677e+000	5.095000e+000
1.273457551308841e-002	-1.846363e+000	-3.213931e+000	5.095000e+000
1.275410676308841e-002	-1.855147e+000	-3.205122e+000	5.095000e+000
1.277168683210418e-002	-1.838566e+000	-3.221560e+000	5.095000e+000
1.279121808210418e-002	-1.793200e+000	-3.266635e+000	5.095000e+000
1.281074933210418e-002	-1.721559e+000	-3.337858e+000	5.095000e+000
1.283028058210418e-002	-1.624023e+000	-3.434850e+000	5.095000e+000
1.284981183210418e-002	-1.502061e+000	-3.556152e+000	5.095000e+000
1.286934308210417e-002	-1.357507e+000	-3.699940e+000	5.095000e+000
1.288887433210417e-002	-1.192534e+000	-3.864051e+000	5.095000e+000
1.290840558210417e-002	-1.009625e+000	-4.046016e+000	5.095000e+000
1.292793683210417e-002	-8.115294e-001	-4.243099e+000	5.095000e+000
1.294746808210417e-002	-6.012281e-001	-4.452335e+000	5.095000e+000
1.296699933210417e-002	-3.818837e-001	-4.670578e+000	5.095000e+000
1.298653058210417e-002	-1.567955e-001	-4.894544e+000	5.095000e+000
1.300606183210417e-002	7.065114e-002	-5.120865e+000	5.095000e+000
1.302559308210417e-002	2.970351e-001	-5.346137e+000	5.095000e+000
1.304512433210417e-002	5.189514e-001	-5.566972e+000	5.095000e+000
1.306465558210417e-002	7.330621e-001	-5.780047e+000	5.095000e+000
1.308418683210417e-002	9.361470e-001	-5.982159e+000	5.095000e+000
1.310371808210417e-002	1.125151e+000	-6.170267e+000	5.095000e+000
1.312324933210417e-002	1.297232e+000	-6.341542e+000	5.095000e+000
1.314278058210417e-002	1.449802e+000	-6.493408e+000	5.095000e+000
1.316231183210417e-002	1.580565e+000	-6.623581e+000	5.095000e+000
1.318184308210417e-002	1.687555e+000	-6.730102e+000	5.095000e+000
1.320137433210417e-002	1.769162e+000	-6.811370e+000	5.095000e+000
1.322090558210417e-002	1.824160e+000	-6.866162e+000	5.095000e+000
1.324043683210417e-002	1.851721e+000	-6.893654e+000	5.095000e+000
1.325996808210417e-002	1.851430e+000	-6.893432e+000	5.095000e+000
1.327949933210417e-002	1.823291e+000	-6.865500e+000	5.095000e+000
1.329903058210417e-002	1.767729e+000	-6.810279e+000	5.095000e+000
1.331856183210417e-002	1.685579e+000	-6.728598e+000	5.095000e+000
1.333809308210416e-002	1.578076e+000	-6.621686e+000	5.095000e+000
1.335762433210416e-002	1.446837e+000	-6.491151e+000	5.095000e+000
1.337715558210416e-002	1.293836e+000	-6.338957e+000	5.095000e+000
1.339668683210416e-002	1.121375e+000	-6.167392e+000	5.095000e+000
1.341621808210416e-002	9.320473e-001	-5.979038e+000	5.095000e+000
1.343574933210416e-002	7.287008e-001	-5.776726e+000	5.095000e+000
1.345528058210416e-002	5.143940e-001	-5.563501e+000	5.095000e+000
1.347481183210416e-002	2.923502e-001	-5.342569e+000	5.095000e+000
1.349434308210416e-002	6.590919e-002	-5.117254e+000	5.095000e+000
1.351387433210416e-002	-1.615231e-001	-4.890944e+000	5.095000e+000
1.353340558210416e-002	-3.865260e-001	-4.667042e+000	5.095000e+000
1.355293683210416e-002	-6.057152e-001	-4.448918e+000	5.095000e+000
1.357246808210416e-002	-8.157938e-001	-4.239851e+000	5.095000e+000
1.359199933210416e-002	-1.013602e+000	-4.042987e+000	5.095000e+000
1.361153058210416e-002	-1.196165e+000	-3.861286e+000	5.095000e+000
1.363106183210416e-002	-1.360736e+000	-3.697480e+000	5.095000e+000
1.365059308210416e-002	-1.504841e+000	-3.554035e+000	5.095000e+000
1.367012433210416e-002	-1.626311e+000	-3.433108e+000	5.095000e+000
1.368965558210416e-002	-1.723320e+000	-3.336517e+000	5.095000e+000
1.370918683210416e-002	-1.794409e+000	-3.265714e+000	5.095000e+000
1.372871808210416e-002	-1.839732e+000	-3.220549e+000	5.095000e+000
1.374481803700244e-002	-1.855688e+000	-3.204616e+000	5.095000e+000
1.376307338514039e-002	-1.849268e+000	-3.210941e+000	5.095000e+000
1.378260463514039e-002	-1.816274e+000	-3.243705e+000	5.095000e+000
1.380213588514039e-002	-1.756418e+000	-3.303200e+000	5.095000e+000
1.382166713514038e-002	-1.670144e+000	-3.388985e+000	5.095000e+000
1.384119838514038e-002	-1.558749e+000	-3.499769e+000	5.095000e+000
1.386072963514038e-002	-1.423909e+000	-3.633888e+000	5.095000e+000
1.388026088514038e-002	-1.267653e+000	-3.789323e+000	5.095000e+000
1.389979213514038e-002	-1.092330e+000	-3.963737e+000	5.095000e+000
1.391932338514038e-002	-9.005768e-001	-4.154505e+000	5.095000e+000
1.393885463514038e-002	-6.952784e-001	-4.358760e+000	5.095000e+000
1.395838588514038e-002	-4.795223e-001	-4.573428e+000	5.095000e+000
1.397791713514038e-002	-2.565539e-001	-4.795281e+000	5.095000e+000
1.399744838514038e-002	-2.972652e-002	-5.020983e+000	5.095000e+000
1.401697963514038e-002	1.975479e-001	-5.247137e+000	5.095000e+000
1.403651088514038e-002	4.218511e-001	-5.470344e+000	5.095000e+000
1.405604213514038e-002	6.398092e-001	-5.687244e+000	5.095000e+000
1.407557338514038e-002	8.481439e-001	-5.894577e+000	5.095000e+000
1.409510463514038e-002	1.043722e+000	-6.089223e+000	5.095000e+000
1.411463588514038e-002	1.223601e+000	-6.268255e+000	5.095000e+000
1.413416713514038e-002	1.385077e+000	-6.428980e+000	5.095000e+000
1.415369838514038e-002	1.525719e+000	-6.568981e+000	5.095000e+000
1.417322963514038e-002	1.643413e+000	-6.686152e+000	5.095000e+000
1.419276088514038e-002	1.736389e+000	-6.778730e+000	5.095000e+000
1.421229213514038e-002	1.803248e+000	-6.845324e+000	5.095000e+000
1.423182338514038e-002	1.844299e+000	-6.886239e+000	5.095000e+000
1.424767451722473e-002	1.857080e+000	-6.899012e+000	5.095000e+000
1.426413560915490e-002	1.848853e+000	-6.890883e+000	5.095000e+000
1.428366685915490e-002	1.813715e+000	-6.855986e+000	5.095000e+000
1.430319810915490e-002	1.752396e+000	-6.795035e+000	5.095000e+000
1.432272935915490e-002	1.664718e+000	-6.707854e+000	5.095000e+000
1.434226060915490e-002	1.552002e+000	-6.595754e+000	5.095000e+000
1.436179185915490e-002	1.415943e+000	-6.460421e+000	5.095000e+000
1.438132310915490e-002	1.258586e+000	-6.303891e+000	5.095000e+000
1.440085435915490e-002	1.082299e+000	-6.128518e+000	5.095000e+000
1.442038560915490e-002	8.897334e-001	-5.936940e+000	5.095000e+000
1.443991685915490e-002	6.837852e-001	-5.732038e+000	5.095000e+000
1.445944810915490e-002	4.675522e-001	-5.516895e+000	5.095000e+000
1.447897935915490e-002	2.442869e-001	-5.294745e+000	5.095000e+000
1.449851060915490e-002	1.734724e-002	-5.068932e+000	5.095000e+000
1.451804185915490e-002	-2.098533e-001	-4.842851e+000	5.095000e+000
1.453757310915490e-002	-4.338975e-001	-4.619902e+000	5.095000e+000
1.455710435915490e-002	-6.514155e-001	-4.403439e+000	5.095000e+000
